"Region","Regional Contact","Regional Review","Regional Contact Comments","Project","Species","Caribou Ecotype","Caribou Population Unit","Management Area","WLH ID","Animal ID","Sex","Life Stage","Calf at Heel","Ear Tag Right","Ear Tag Left","Device ID","Radio Frequency","Re-capture","Trans-location","Collar Type","Collar Make","Collar Model","Satellite Network","Capture Date","Capture Date Year","Capture Date Month","Capture UTM Zone","Capture UTM Easting","Capture UTM Northing","Release Date","Animal Status","Collar Status","Collar Status Details","Deactivated?","Mortality Date","Malfunction Date","Retreival Date","Mortality UTM Zone","Mortality UTM Easting","Mortality UTM Northing","Max Transmission Date","2014/3","2014/4","2014/5","2014/6","2014/7","2014/8","2014/9","2014/10","2014/11","2014/12","2015/1","2015/2","2015/3","2015/4","2015/5","2015/6","2015/7","2015/8","2015/9","2015/10","2015/11","2015/12","2016/01","2016/02","2016/03","2016/04","2016/05","2016/06","2016/07","2016/08","2016/09","2016/10","2016/11","2016/12","2017/01","2017/02","2017/03","2017/04","2017/05","2017/06","2017/07","2017/08","2017/09","2017/10","2017/11","2017/12","2018/01","2018/02","2018/03","2018/04","2018/05","2018/06","2018/07","2018/08","2018/09","2018/10","2018/11","2018/12","2019/1","2019/2","2019/3","2019/4","2019/5","2019/6","2019/7","2019/8","2019/9","2019/10","2019/11","2019/12","2020/01","2020/02","Mortality Review","Comments","Database Notes","CID" 
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-north group","Wolverine","","16-7953","","F","","","","","40898.0","148.42","N","N","GPS","Lotek","Lifecycle Pro 500","Globalstar","42408.0","2016.0","2.0","","","","","Alive","Unknown","","","","","","","","","43553.583414352","","","","","","","","","","","","","","","","","","","","","","","","31.0","46.0","37.0","46.0","51.0","26.0","26.0","40.0","46.0","41.0","44.0","25.0","21.0","16.0","18.0","38.0","46.0","30.0","21.0","46.0","49.0","18.0","28.0","22.0","26.0","26.0","26.0","8.0","2.0","5.0","5.0","4.0","3.0","6.0","2.0","","","3.0","","","","","","","","","","","","",".  No status field provided.  ","","141.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-north group","Wolverine","","16-7936","","F","","","","","40900.0","148.44","N","N","GPS","Lotek","Lifecycle Pro 500","Globalstar","42408.0","2016.0","2.0","","","","","Alive","Deployed","Potential Malfunction","","","","","","","","43324.458680556","","","","","","","","","","","","","","","","","","","","","","","","32.0","51.0","43.0","20.0","49.0","18.0","14.0","36.0","39.0","27.0","44.0","30.0","44.0","52.0","40.0","21.0","35.0","34.0","7.0","15.0","34.0","48.0","51.0","36.0","37.0","41.0","52.0","21.0","22.0","11.0","1.0","","","","","","","","","","","","","","","","","","","",".  No status field provided.  ","","143.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-north group","Wolverine","","16-7962","","F","","","","","40901.0","148.45","N","N","GPS","Lotek","Lifecycle Pro 500","Globalstar","42410.0","2016.0","2.0","","","","","Alive","Deployed","Potential Malfunction","","","","","","","","43243.750555556","","","","","","","","","","","","","","","","","","","","","","","","17.0","54.0","31.0","26.0","17.0","10.0","11.0","18.0","27.0","17.0","34.0","18.0","28.0","25.0","27.0","19.0","11.0","15.0","12.0","19.0","23.0","21.0","16.0","6.0","","2.0","6.0","9.0","","","","","","","","","","","","","","","","","","","","","","","","20190829: Spatial check. Released into field 10-Feb-16 from Mackenzie, BC.","144.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-north group","Wolverine","","16-7951","","F","","","","","40903.0","148.47","N","N","GPS","Lotek","Lifecycle Pro 500","Globalstar","42411.0","2016.0","2.0","","","","","Alive","Deployed","Potential Malfunction","","","","","","","","43238.333680556","","","","","","","","","","","","","","","","","","","","","","","","30.0","46.0","29.0","30.0","33.0","27.0","21.0","37.0","35.0","17.0","34.0","20.0","20.0","31.0","27.0","15.0","20.0","29.0","22.0","21.0","41.0","50.0","47.0","49.0","40.0","46.0","42.0","18.0","","","","","","","","","","","","","","","","","","","","","","","","20190829: Spatial check. Deployed into field 11-Feb-16 from Mackenzie, BC.","146.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-north group","Wolverine","","16-7963","","F","","","","","40904.0","148.5","N","N","GPS","Lotek","Lifecycle Pro 500","Globalstar","42408.0","2016.0","2.0","","","","","Alive","Deployed","Potential Malfunction","","","","","","","","43439.292569444","","","","","","","","","","","","","","","","","","","","","","","","18.0","30.0","19.0","20.0","19.0","18.0","16.0","20.0","30.0","39.0","34.0","33.0","29.0","32.0","28.0","25.0","21.0","24.0","17.0","22.0","29.0","36.0","27.0","33.0","23.0","32.0","22.0","32.0","11.0","9.0","6.0","","6.0","4.0","4.0","","","","","","","","","","","","","","","",".  No status field provided.  ","","147.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-north group","Wolverine","","16-8916","","F","","","","","40907.0","148.53","N","N","GPS","Lotek","Lifecycle Pro 500","Globalstar","42774.0","2017.0","2.0","","","","","Alive","Deployed","Potential Malfunction","","","","","","","","43519.538136574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.0","27.0","39.0","39.0","35.0","40.0","16.0","22.0","35.0","42.0","30.0","51.0","23.0","39.0","37.0","27.0","25.0","11.0","","","","","","","1.0","","","","","","","","","","","","","","","20190829: Dates found spatially. Deployed from Prince George 03/02/2017. Last data 23/02/2019 in field.","150.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-north group","Wolverine","","16-7959","","F","","","","","40908.0","148.54","N","N","GPS","Lotek","Lifecycle Pro 500","Globalstar","42411.0","2016.0","2.0","","","","","Alive","Deployed","Potential Malfunction","","","","","","","","43216.78337963","","","","","","","","","","","","","","","","","","","","","","","","31.0","51.0","50.0","39.0","47.0","41.0","36.0","46.0","48.0","39.0","50.0","55.0","49.0","53.0","50.0","37.0","47.0","46.0","27.0","32.0","42.0","54.0","57.0","51.0","50.0","25.0","4.0","","","","","","","","","","","","","","","","","","","","","","","","","20190829: Spatial check. Released into the field 11-Feb-16 from Germansen Landing/Mackenzie, BC.","151.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-north group","Wolverine","","16-7956","","F","","","","","40909.0","148.55","N","N","GPS","Lotek","Lifecycle Pro 500","Globalstar","42410.0","2016.0","2.0","","","","","Alive","Deployed","Malfunction","","","","","","","","43170.625185185","","","","","","","","","","","","","","","","","","","","","","","","32.0","53.0","28.0","44.0","32.0","29.0","20.0","35.0","49.0","43.0","39.0","31.0","27.0","31.0","24.0","36.0","26.0","45.0","33.0","34.0","43.0","45.0","44.0","45.0","30.0","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","Malfunction. 20190829: Spatial check. Deployed to field 10/02/2016 from Mackenzie, BC.","152.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-north group","Wolverine","","16-8910","","F","","","","","41392.0","149.03","N","N","GPS","Lotek","","","42774.0","2017.0","2.0","","","","","Alive","Unknown","","","","","","","","","43780.00068287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.0","42.0","33.0","37.0","42.0","6.0","10.0","15.0","32.0","50.0","48.0","44.0","46.0","49.0","47.0","30.0","36.0","12.0","17.0","29.0","38.0","37.0","38.0","33.0","6.0","42.0","26.0","36.0","42.0","7.0","","3.0","2.0","2.0","","","","",".  No status field provided.  ","","153.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-north group","Wolverine","","16-8909","","F","","","","","41393.0","149.05","N","N","GPS","Lotek","","","42774.0","2017.0","2.0","","","","","Alive","Unknown","","","","","","","","","43758.876388889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0","18.0","39.0","20.0","21.0","34.0","13.0","28.0","29.0","39.0","49.0","49.0","48.0","43.0","52.0","40.0","13.0","20.0","6.0","5.0","26.0","16.0","22.0","33.0","38.0","44.0","46.0","30.0","14.0","14.0","9.0","9.0","4.0","","","","","",".  No status field provided.  ","","154.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-north group","Wolverine","","16-8912","","F","","","","","41395.0","149.07","N","N","GPS","Lotek","","","42774.0","2017.0","2.0","","","","","Alive","Unknown","","","","","","","","","43730.167002315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.0","28.0","35.0","33.0","37.0","25.0","16.0","24.0","35.0","22.0","49.0","53.0","50.0","54.0","43.0","33.0","32.0","12.0","17.0","11.0","24.0","15.0","33.0","30.0","13.0","34.0","27.0","24.0","34.0","21.0","15.0","5.0","","","","","","",".  No status field provided.  ","","156.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-north group","Wolverine","","16-8913","","F","","","","","41396.0","149.08","N","N","GPS","Lotek","","","42774.0","2017.0","2.0","","","","","Alive","Unknown","","","","","","","","","43681.958888889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.0","31.0","37.0","30.0","32.0","17.0","12.0","10.0","31.0","36.0","27.0","25.0","19.0","45.0","38.0","15.0","21.0","12.0","11.0","12.0","22.0","12.0","23.0","20.0","17.0","27.0","13.0","25.0","12.0","1.0","1.0","","","","","","","",".  No status field provided.  ","","157.0"
"Peace","Agnes Pelletier","Agnes Pelletier","","BCOGRIS","Caribou","Boreal","Maxhamish","","18-12279H","SCEK129","F","MA","N","None","YELLOW","17738.0","151.93","N","N","VHF","Lotek","LMRT4","","41332.0","2013.0","2.0","10.0","536116.0","6633168.0","","Alive","Deployed","Active","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Still active Apr 30, 2018","","158.0"
"Peace","Agnes Pelletier","Agnes Pelletier","mort signal still heard on March 1 2019 flight","","Caribou","Northern Mountain","Pink Mountain","","16-8160","16-8160","F","A","NR","NR","YELLOW 0-1033","","151.94","N","N","VHF","Lotek","Globalstar LIFECYCLE PRO 330","Globalstar","42436.0","2016.0","3.0","10.0","474253.0","6331859.0","","Alive","Deployed","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  large, older cow","","159.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Grp included AB150.079 ","BCOGRIS","Caribou","Boreal","Snake-Sahtaneh","","18-12239H","SCEK092","F","SA","N","RED","None","17741.0","151.97","N","N","VHF","Lotek","LMRT4","","41311.0","2013.0","2.0","10.0","608237.0","6557254.0","","Alive","Deployed","Active","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Still active Apr 30, 2018","","161.0"
"Skeena","Conrad Thiessen","","","","Caribou","Northern Mountain","Atlin","","17-10834","SKRATAAT0007","","","","","","81284.0","149.3151","N","N","GPS","Lotek","LITETRACK IRIDIUM360","Iridium","43169.0","2018.0","3.0","8.0","573058.0","6604760.0","","Unknown","Deployed","Potential Malfunction","","","","","","","","43348.584074074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.0","43.0","178.0","176.0","119.0","53.0","9.0","","","","","","","","","","","","","","","","","","",".  ","","167.0"
"Skeena","Anne Marie Roberts","","","","Caribou","Southern Mountain-north group","Tweedsmuir","","18-13309","TWC1025","F","A","N","None","0-1556","81285.0","149.335","N","N","GPS","Lotek","Lifecycle","Iridium","43481.0","2019.0","1.0","9.0","307434.0","5909405.0","","Alive","Deployed","Active","","","","","","","","43779.583715278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0","47.0","51.0","50.0","127.0","106.0","68.0","30.0","26.0","38.0","13.0","","","","Email alert 02-Jan-19, 03-Jan-19, and mortality file Jan 9, 2019",".  ","","168.0"
"Peace","Agnes Pelletier","Agnes Pelletier","3rd capture for this animal first capture in 2011","","Caribou","Southern Mountain-central group","Quintette","","18-13033H","car137","F","A","N","None","None","","149.34","N","N","VHF","","","","41357.0","2013.0","3.0","10.0","602272.0","6083004.0","","Unknown","Deployed","Malfunction","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Last heard transmitting 25-Mar-2016","","169.0"
"Skeena","Conrad Thiessen","","","","Caribou","Northern Mountain","Unknown","","17-10807","SKRATACA0020","","","","","","101792.0","149.375","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43183.0","2018.0","3.0","9.0","475854.0","668816.0","","Unknown","Deployed","Potential Malfunction","","","","","","","","43239.45875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","3.0","3.0","","","","","","","","","","","","","","","","","","","","","","",".  What herd is this?   Is it Horseranch or Little Rancheria","","171.0"
"Skeena","Conrad Thiessen","","","","Caribou","Northern Mountain","Atlin","","17-10840","SKRATAAT0019","","","","","","101793.0","149.395","N","N","GPS","Lotek","Lifecycle Pro","","43172.0","2018.0","3.0","8.0","586308.0","6642244.0","","Alive","Deployed","Active","","","","","","","","43666.292048611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0","6.0","13.0","16.0","10.0","6.0","18.0","25.0","22.0","26.0","14.0","7.0","3.0","17.0","19.0","21.0","10.0","","","","","","","","",".  ","","173.0"
"Peace","Agnes Pelletier","Agnes Pelletier","I have 18-14768H","","Caribou","Northern Mountain","Muskwa","","99-0011","MW-03","F","A","N","None","RED w/ green button","41248.0","149.4","N","N","GPS","Lotek","LifeCycle","","42454.0","2016.0","3.0","10.0","384549.0","6493195.0","","Unknown","Deployed","Offline","Y","","","","","","","43371.583599537","","","","","","","","","","","","","","","","","","","","","","","","","","41.0","55.0","47.0","46.0","53.0","52.0","55.0","52.0","57.0","57.0","47.0","41.0","49.0","53.0","49.0","47.0","50.0","50.0","51.0","41.0","33.0","18.0","37.0","43.0","41.0","52.0","49.0","45.0","49.0","39.0","","","","","","","","","","","","","","","","","","",".  ","","174.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Status originally indicated as malfunction","BCOGRIS","Caribou","Boreal","Maxhamish","","17-10443","SCEK231","F","NR","N","YELLOW w/ blue button","None","20631.0","149.97","N","N","GPS","Vectronics","GSM","","42424.0","2016.0","2.0","10.0","524035.0","6568706.0","","Alive","Deployed","Offline","Y","","43151.0","","","","","43134.333657407406","","","","","","","","","","","","","","","","","","","","","","","","10.0","52.0","56.0","53.0","43.0","45.0","48.0","48.0","53.0","53.0","56.0","57.0","51.0","54.0","56.0","48.0","45.0","38.0","45.0","45.0","52.0","56.0","52.0","21.0","2.0","","","","","","","","","","","","","","","","","","","","","","","","","",".  Battery expired Feb 2018 . Animal was recollared as BC18-07","","176.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-south group","Hart Ranges","","17-10682","17-10682","F","","","","","81287.0","150.02","N","N","GPS","Lotek","LITETRACK IRIDIUM360","Iridium","43161.0","2018.0","3.0","10.0","608307.0","5980417.0","","Alive","Deployed","Active","","","","","","","","43879.58412037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0","50.0","133.0","112.0","73.0","37.0","43.0","35.0","42.0","47.0","47.0","45.0","45.0","32.0","132.0","128.0","85.0","32.0","31.0","34.0","36.0","45.0","48.0","29.0","",".  No status field provided.  ","","182.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-south group","North Cariboo","","17-10685","17-10685","F","","","","","81288.0","150.03","N","N","GPS","Lotek","LITETRACK IRIDIUM360","Iridium","43163.0","2018.0","3.0","10.0","594626.0","5958269.0","","Alive","Deployed","Active","","","","","","","","43880.584131944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0","49.0","118.0","127.0","67.0","33.0","28.0","37.0","42.0","52.0","47.0","49.0","53.0","38.0","127.0","102.0","79.0","44.0","28.0","38.0","43.0","48.0","53.0","29.0","",".  No status field provided.  ","","183.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Grp included SCEK114 (148.224) and SCEK115 (150.830); not lactating; moderate hair breakage on neck and shoulder","BCOGRIS","Caribou","Boreal","Calendar","","18-12263H","SCEK113","F","MA","Y","RED","None","17672.0","150.03","N","N","VHF","Lotek","LMRT4","","41330.0","2013.0","2.0","10.0","638752.0","6644868.0","","Alive","Deployed","Active","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Still active Apr 30, 2018","","184.0"
"Skeena","Kira Hoffman","","","","Caribou","Southern Mountain-north group","Tweedsmuir","","17-10822","TWC1051","F","","","","","21513.0","149.78","N","N","GPS","Vectronics","2D Globalstar Satellite & VHF","Globalstar","43159.0","2018.0","2.0","9.0","697854.0","5937565.0","","Mortality","Retrieved","Mortality","","43254.0","","43363.0","","","","43253.37542824074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","58.0","57.0","54.0","3.0","","","","","","","","","","","","","","","","","","","","","Unconfirmed - apparent calving related mortality. Mortality file 9-Jan-19 (testing in Smithers)","Unconfirmed - apparent calving related mortality, collar in office. Collar in same location June 2018 to Sept 2018 - Mort that was not picked up immediately.  Jan 2019 location in Smithers office.","20190829: Spatial check. Last field location 20/09/2018. Collar in Smithers Jan 4, 2019 onwards. Previously denoted as new animal CID 1160.","186.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Status originally indicated as malfunction","BCOGRIS","Caribou","Boreal","Chinchaga","","18-12367H","SCEK215","F","A","N","None","PINK w/ Rred button","17822.0","149.88","N","N","GPS","Vectronics","GSM","","41984.0","2014.0","12.0","10.0","590575.0","6451899.0","","Alive","Deployed","Offline","Y","","43123.0","","","","","43122.62534722222","","","","","","","","","","36.0","55.0","50.0","55.0","50.0","50.0","38.0","36.0","36.0","42.0","51.0","51.0","53.0","55.0","50.0","50.0","51.0","47.0","39.0","43.0","39.0","43.0","54.0","47.0","55.0","48.0","47.0","53.0","50.0","49.0","37.0","37.0","37.0","44.0","55.0","43.0","42.0","22.0","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Battery expired. Last heard Feb 2018","","189.0"
"Skeena","Kira Hoffman","","","","Caribou","Southern Mountain-north group","Tweedsmuir","","16-8925","TWC1035","F","","","","","21521.0","149.88","N","N","GPS","Vectronics","GPS Plus Vertex Survey","Globalstar","42782.0","2017.0","2.0","","","","","Alive","Deployed","Active","","","","","","","","43798.333449074074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.0","54.0","57.0","59.0","51.0","59.0","31.0","54.0","51.0","56.0","58.0","61.0","48.0","55.0","54.0","49.0","50.0","55.0","31.0","52.0","60.0","47.0","46.0","26.0","43.0","45.0","45.0","53.0","48.0","27.0","29.0","42.0","33.0","18.0","","","","",".  ","","190.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Status originally indicated as malfunction","BCOGRIS","Caribou","Boreal","Snake-Sahtaneh","","18-12248H","SCEK100b","F","A","N","None","PINK w/ blue button","17823.0","149.89","Y","N","GPS","Vectronics","GSM","","41982.0","2014.0","12.0","10.0","615788.0","6563647.0","","Alive","Deployed","Offline","Y","","43144.0","","","","","43121.00035879629","","","","","","","","","","41.0","53.0","49.0","48.0","51.0","48.0","38.0","41.0","41.0","39.0","52.0","55.0","54.0","54.0","50.0","44.0","52.0","53.0","41.0","40.0","49.0","50.0","53.0","53.0","57.0","56.0","46.0","51.0","54.0","47.0","41.0","42.0","36.0","43.0","47.0","45.0","41.0","22.0","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Battery expired. Last heard Feb 2018","","191.0"
"Peace","Agnes Pelletier","Agnes Pelletier","I have 18-14773H","","Caribou","Northern Mountain","Pink Mountain","","99-0016","PML-02","F","A","N","None","BLUE w/ pink button","41253.0","149.9","N","N","GPS","Lotek","LifeCycle","","42456.0","2016.0","3.0","","","","","Unknown","Deployed","Offline","Y","","","","","","","43204.750694444","","","","","","","","","","","","","","","","","","","","","","","","","6.0","50.0","55.0","54.0","44.0","33.0","40.0","22.0","27.0","34.0","46.0","48.0","52.0","43.0","33.0","47.0","43.0","21.0","37.0","32.0","16.0","39.0","31.0","","17.0","2.0","","","","","","","","","","","","","","","","","","","","","","","",".  Guard hair breakage/rubbing on shoulders and neck; state of udder/nipples indicate caribou had nursed calf previously; 2 mature males in group","","193.0"
"Skeena","Kira Hoffman","","","","Caribou","Southern Mountain-north group","Telkwa","","17-10808","TC084","","","","","","21522.0","149.9","N","N","GPS","Vectronics","2D Globalstar Satellite & VHF","Globalstar","43187.0","2018.0","3.0","","","","","Alive","Deployed","Active","","","","","","","","43844.83424768518","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","56.0","62.0","54.0","44.0","43.0","58.0","59.0","47.0","53.0","58.0","50.0","61.0","58.0","60.0","56.0","50.0","37.0","34.0","25.0","7.0","","10.0","","",".  ","","194.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-south group","Hart Ranges","","17-10690","17-10690","F","","","","","81308.0","150.49","N","N","GPS","Lotek","LITETRACK IRIDIUM360","Iridium","43162.0","2018.0","3.0","10.0","590899.0","5990901.0","","Alive","Deployed","Active","","","","","","","","43880.5840625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0","45.0","145.0","125.0","78.0","31.0","25.0","38.0","37.0","43.0","43.0","41.0","41.0","34.0","144.0","119.0","60.0","37.0","18.0","23.0","34.0","51.0","46.0","21.0","",".  No status field provided.  ","","196.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-south group","Hart Ranges","","17-10728","17-10728","F","","","","","81332.0","150.77","N","N","GPS","Lotek","LITETRACK IRIDIUM360","Iridium","43159.0","2018.0","2.0","10.0","599418.0","6000387.0","","Alive","Deployed","Active","","","","","","","","43879.583738426","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0","56.0","151.0","140.0","103.0","45.0","38.0","40.0","43.0","48.0","40.0","49.0","51.0","46.0","134.0","152.0","84.0","16.0","6.0","37.0","38.0","51.0","46.0","28.0","",".  No status field provided.  ","","197.0"
"Peace","Agnes Pelletier","Agnes Pelletier","","","Caribou","Boreal","Calendar","","18-13472","None","F","A","N","0-868","None","101826.0","150.78","N","","GPS","Lotek","Lifecycle","","43513.0","2019.0","2.0","10.0","598172.0","6644622.0","","Alive","Deployed","Active","","","","","","","","43877.542256944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","20.0","16.0","13.0","6.0","1.0","1.0","2.0","14.0","17.0","10.0","8.0","8.0","Email alert 06-Feb-19, mortality file 13-Feb-19",".  Now deployed?","","198.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10763","31","M","","","","","101869.0","150.78","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43168.0","2018.0","3.0","10.0","417129.0","5776040.0","","Unknown","Deployed","Malfunction","","","43515.0","","","","","43511.3753125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","8.0","10.0","8.0","6.0","1.0","2.0","7.0","6.0","7.0","11.0","7.0","","","","","","","","","","","","","",".  ","Malfunction","199.0"
"Peace","Agnes Pelletier","Agnes Pelletier","NOTE: same freq as a Satellite collar in this heard; the VHF collar sounds a bit ""deeper""","","Caribou","Northern Mountain","Pink Mountain","","16-8154","16-8154","F","A","NR","YELLOW 0-1027","None","","150.8","N","N","VHF","Lotek","Globalstar LIFECYCLE PRO 330","Globalstar","42436.0","2016.0","3.0","10.0","491793.0","6376978.0","","Alive","Deployed","Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  ","","200.0"
"Peace","Agnes Pelletier","Agnes Pelletier","GPS offline since Feb 2019 signal lost for 6 days prior to offline; VHF signal active in March 2019; no obvious reason that communication stopped","","Caribou","Northern Mountain","Pink Mountain","","17-9771","MW-15","F","OA","N","None","PINK w/ orange button","41262.0","150.8","N","N","GPS","Lotek","LifeCycle","","42768.0","2017.0","2.0","","","","","Unknown","Deployed","Malfunction","Y","","","","","","","43522.708831019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.0","19.0","17.0","21.0","30.0","26.0","28.0","30.0","4.0","7.0","24.0","43.0","15.0","17.0","6.0","16.0","43.0","42.0","19.0","23.0","19.0","15.0","14.0","8.0","12.0","","","","","","","","","","","","","",".  Dry cow; thin body condition","","201.0"
"Omineca","Mike Klaczek","","","","Caribou","Northern Mountain","Finlay","","18-11439","18-11439","F","","","","","81333.0","150.8","N","N","GPS","Lotek","LITETRACK IRIDIUM360","Iridium","43173.0","2018.0","3.0","10.0","359377.0","6390053.0","","Alive","Deployed","Potential Malfunction","","","","","","","","43421.584074074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.0","57.0","184.0","173.0","94.0","","11.0","","4.0","","","","","","","","","","","","","","","","",".  No status field provided.  ","20190829: Spatial check. In Prince George Mar 13, 2018. 20190227 - Verify PopUnit","202.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-south group","Narrow Lake ","","17-10692","17-10692","F","","","","","81334.0","150.81","N","N","GPS","Lotek","LITETRACK IRIDIUM360","Iridium","43160.0","2018.0","3.0","10.0","583961.0","5924100.0","","Alive","Deployed","Active","","","","","","","","43880.584097222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.0","33.0","132.0","107.0","67.0","15.0","11.0","32.0","27.0","48.0","38.0","42.0","43.0","50.0","97.0","84.0","56.0","24.0","9.0","21.0","27.0","41.0","43.0","30.0","",".  No status field provided.  ","","203.0"
"Omineca","Mike Klaczek","","","","Caribou","Southern Mountain-south group","Hart Ranges","","17-10707","17-10707","F","","","","","81335.0","150.82","N","N","GPS","Lotek","LITETRACK IRIDIUM360","Iridium","43164.0","2018.0","3.0","10.0","594197.0","6064825.0","","Alive","Deployed","Potential Malfunction","","","","","","","","43358.084131944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0","59.0","94.0","143.0","103.0","33.0","6.0","","","","","","","","","","","","","","","","","","","Comments (column DN) is outdated and incorrect- please remove (i.e. Herd name applied from SMC_central_CG_2002toJune2018_20181010.xlsx file where herd clarified by Tyson. See Filepath for location of file.).  Herd name applied from SMC_central_CG_2002toJu","Check active dates. 2019/02/24: Duplicate collar, different PopUnit, Region. Other removed (SA).","204.0"
"Cariboo","Carolyn Shores","","","Itcha-Ilgachuz_Rainbow_CharlotteAlplands Telemetry 2018-2023","Caribou","Southern Mountain-north group","Itcha-Ilgachuz","","17-10755","32","M","","","","","101870.0","150.82","N","N","GPS","Lotek","Lifecycle Pro 360 with timed dropoff","","43171.0","2018.0","3.0","10.0","380697.0","5780435.0","","Unknown","Deployed","Malfunction","","","43312.0","","","","","43310.959143519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","15.0","8.0","12.0","8.0","","","","","","","","","","","","","","","","","","","","",".  ","Malfunction","205.0"
