No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,ECEF_X [m],ECEF_Y [m],ECEF_Z [m],Latitude [°],Longitude [°],Height [m],DOP,FixType,3D_Error [m],Sats,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Mort. Status,Activity,Main [V],Beacon [V],Temp [°C],Easting,Northing,AnimalID,GroupID
1,15024,2/26/2014,3:00:03 PM,2/26/2014,7:00:03 AM,Globalstar,2/26/2014,3:00:33 PM,3789018,911476,5032155,52.4304766,13.5259222,4.68,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0,3.6,0,18,33399780.13,5809940.737,N/A,N/A
2,15024,2/26/2014,4:00:10 PM,2/26/2014,8:00:10 AM,Globalstar,2/26/2014,4:00:40 PM,3789023,911467,5032237,52.4309062,13.5257764,71.35,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0,3.6,0,14,33399771.19,5809988.728,N/A,N/A
3,15024,2/26/2014,5:00:33 PM,2/26/2014,9:00:33 AM,Globalstar,2/26/2014,5:01:02 PM,3789012,911464,5032202,52.4307956,13.5257713,36.66,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0,3.6,0,9,33399770.6,5809976.434,N/A,N/A
4,15024,2/26/2014,6:00:03 PM,2/26/2014,10:00:03 AM,Globalstar,2/26/2014,6:00:32 PM,3789018,911465,5032222,52.430862,13.525765,56.21,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0,3.6,0,7,33399770.32,5809983.825,N/A,N/A
5,15024,2/26/2014,7:00:32 PM,2/26/2014,11:00:32 AM,Globalstar,2/26/2014,7:01:02 PM,3789024,911450,5032218,52.4308235,13.5255299,54.46,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0,3.6,0,6,33399754.25,5809979.871,N/A,N/A
6,15024,2/26/2014,8:00:33 PM,2/26/2014,12:00:33 PM,Globalstar,2/26/2014,8:01:02 PM,3789022,911460,5032236,52.4309193,13.5256797,68.97,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0,3.6,0,6,33399764.65,5809990.32,N/A,N/A
7,15024,2/26/2014,9:00:11 PM,2/26/2014,1:00:11 PM,Globalstar,2/26/2014,9:00:41 PM,3788996,911450,5032204,52.4309407,13.5256262,26.76,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0,3.6,0,5,33399761.06,5809992.773,N/A,N/A
8,15024,2/26/2014,10:00:33 PM,2/26/2014,2:00:33 PM,Globalstar,2/26/2014,10:00:58 PM,3788999,911458,5032211,52.430945,13.5257302,35.23,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0,3.6,0,4,33399768.15,5809993.101,N/A,N/A
9,15024,2/26/2014,11:00:04 PM,2/26/2014,3:00:04 PM,Globalstar,2/26/2014,11:00:33 PM,3788953,911420,5032255,52.4315679,13.5253452,37.42,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0,3.6,0,4,33399743.38,5810062.922,N/A,N/A
10,15024,2/27/2014,12:00:24 AM,2/26/2014,4:00:24 PM,Globalstar,2/27/2014,12:00:54 AM,3788980,911435,5032192,52.4310108,13.5254668,5.63,1.8,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,0,3.6,0,3,33399750.38,5810000.784,N/A,N/A
