"Region","Regional Contact","Regional Review","Regional Contact Comments","Project","Species","Caribou Ecotype","Caribou Population Unit","Management Area","WLH ID","Animal ID","Sex","Life Stage","Calf at Heel","Ear Tag Right","Ear Tag Left","Device ID","Radio Frequency","Re-capture","Trans-location","Collar Type","Collar Make","Collar Model","Satellite Network","Capture Date","Capture Date Year","Capture Date Month","Capture UTM Zone","Capture UTM Easting","Capture UTM Northing","Release Date","Animal Status","Collar Status","Collar Status Details","Deactivated?","Mortality Date","Malfunction Date","Retreival Date","Mortality UTM Zone","Mortality UTM Easting","Mortality UTM Northing","Max Transmission Date","2014/3","2014/4","2014/5","2014/6","2014/7","2014/8","2014/9","2014/10","2014/11","2014/12","2015/1","2015/2","2015/3","2015/4","2015/5","2015/6","2015/7","2015/8","2015/9","2015/10","2015/11","2015/12","2016/01","2016/02","2016/03","2016/04","2016/05","2016/06","2016/07","2016/08","2016/09","2016/10","2016/11","2016/12","2017/01","2017/02","2017/03","2017/04","2017/05","2017/06","2017/07","2017/08","2017/09","2017/10","2017/11","2017/12","2018/01","2018/02","2018/03","2018/04","2018/05","2018/06","2018/07","2018/08","2018/09","2018/10","2018/11","2018/12","2019/1","2019/2","2019/3","2019/4","2019/5","2019/6","2019/7","2019/8","2019/9","2019/10","2019/11","2019/12","2020/01","2020/02","Mortality Review","Comments","Database Notes","CID"
"Peace","Agnes Pelletier","Agnes Pelletier","","","Caribou","Southern Mountain-central group","Quintette","","18-13084H","car188","F","NR","N","None","None","37490.0","150.29","N","N","GPS","Lotek","LifeCycle","","42096.0","2015.0","4.0","","","","","Unknown","Deployed","Offline","Y","","","","","","","43274.750335648","","","","","","","","","","","","","","28.0","24.0","17.0","23.0","23.0","20.0","6.0","22.0","32.0","33.0","29.0","29.0","23.0","19.0","21.0","12.0","16.0","18.0","23.0","28.0","29.0","23.0","22.0","12.0","17.0","23.0","16.0","19.0","14.0","14.0","22.0","30.0","31.0","33.0","29.0","30.0","31.0","17.0","5.0","","","","","","","","","","","","","","","","","","","","","",".  Last heard transmitting 23-Jun-2018","","61.0"
"Peace","Agnes Pelletier","Agnes Pelletier","heard one ""knock"", then never again on March 1 2019 flight; bad squelch on March 7 2019 flight (even heard someone saying, ""Just go around Donny"")","","Caribou","Northern Mountain","Pink Mountain","","16-8157","16-8157","F","A","NR","YELLOW 0-1030","NR","","151.329","N","N","VHF","Lotek","Globalstar LIFECYCLE PRO 330","Globalstar","42436.0","2016.0","3.0","10.0","479401.0","6374616.0","","Alive","Deployed","Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  with 10 ind, no calf","","66.0"
"Peace","Agnes Pelletier","Agnes Pelletier","*Also an old purple right ear tag (#30?); replaced Iridium 149.062","BCOGRIS","Caribou","Boreal","Westside Fort Nelson","","18-12533H","SCEK015","F","MA","N","None","RED","17696.0","151.359","N","N","VHF","Lotek","LMRT4","","41281.0","2013.0","1.0","10.0","491404.0","6526264.0","","Alive","Deployed","Active","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Still active Apr 30, 2018","","71.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Not lactating; bald patches on flanks and spine but no ticks observed","BCOGRIS","Caribou","Boreal","Snake-Sahtaneh","","18-12252H","SCEK103","F","A","Y","None","RED","17714.0","151.599","N","N","VHF","Lotek","LMRT4","","41329.0","2013.0","2.0","10.0","634109.0","6558854.0","","Alive","Deployed","Active","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Still active Apr 30, 2018","","73.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Approx. 500m accuracy; fresh tracks on ridge","","Caribou","Northern Mountain","Pink Mountain","","16-8141","16-8141","F","OA","NR","YELLOW 0-1017","None","","151.604","N","N","VHF","Lotek","Globalstar LIFECYCLE PRO 330","Globalstar","42437.0","2016.0","3.0","","","","","Alive","Deployed","Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  this is the Finlay Collar.  16-8141was originally captured as a PinkMtn caribou in 2016.  When recpatured in mar 2017, it was living with the Finaly herd.  This is why we have called it a Finlay Herd.Replacement collar for 16-8141, ","","74.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Grp included SCEK089 (151.559); non-lactating","BCOGRIS","Caribou","Boreal","Snake-Sahtaneh","","18-12235H","SCEK088","F","A","Y","None","YELLOW","17716.0","151.619","N","N","VHF","Lotek","LMRT4","","41311.0","2013.0","2.0","10.0","609407.0","6569193.0","","Alive","Deployed","Active","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Still active Apr 30, 2018","","75.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Grp included SCEK079 (149.365); bald on left side","BCOGRIS","Caribou","Boreal","Snake-Sahtaneh","","18-12282H","SCEK132","F","A","N","None","YELLOW","17717.0","151.63","N","N","VHF","Lotek","LMRT4","","41333.0","2013.0","2.0","10.0","554617.0","6584083.0","","Alive","Deployed","Active","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Still active Apr 30, 2018","","76.0"
"Peace","Agnes Pelletier","Agnes Pelletier","group of 8 caribou observed; hanging out with 151.589 (March 1); March 7 was near Halfway River valley, lots of tracks observed","","Caribou","Northern Mountain","Pink Mountain","","16-8156","16-8156","F","A","NR","YELLOW 0-1029","NR","","148.961","N","N","VHF","Lotek","Globalstar LIFECYCLE PRO 330","Globalstar","42437.0","2016.0","3.0","10.0","498573.0","6329280.0","","Alive","Deployed","Active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  with 2 calves during chase","","2.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Last loc received on Jan 2019; latest fix with no loc March 2019; loose connection - damage to antenna?","","Caribou","Northern Mountain","Muskwa","","17-9734","MW-09","F","A","Y","None","PINK w/ blue button","41244.0","149.0","N","N","GPS","Lotek","LifeCycle","","42738.0","2017.0","1.0","10.0","392186.0","6500291.0","","Unknown","Deployed","Malfunction","Y","","","","","","","43487.500335648","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.0","48.0","53.0","46.0","35.0","38.0","30.0","29.0","45.0","39.0","50.0","38.0","18.0","26.0","13.0","13.0","18.0","14.0","11.0","34.0","45.0","47.0","40.0","28.0","8.0","","","","","","","","","","","","","","",".  Had calf earlier in the year; Ear driiping a bit on release","","4.0"
"Peace","Agnes Pelletier","Agnes Pelletier","tuned to 149.0893","BCOGRIS","Caribou","Boreal","Snake-Sahtaneh","","17-10459","BC18-05","F","OA","Y","None","RED w/ green button 0-158","101790.0","149.09","N","N","GPS","Lotek","Lifecycle Pro 330","Globalstar","43187.0","2018.0","3.0","10.0","552048.0","6509192.0","","Alive","Deployed","Active","Y","","","","","","","43724.792071759","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","9.0","14.0","9.0","13.0","7.0","6.0","9.0","8.0","15.0","9.0","5.0","5.0","19.0","14.0","7.0","9.0","8.0","8.0","","","","","","",".  ","","15.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Status originally indicated as malfunction","BCOGRIS","Caribou","Boreal","Maxhamish","","18-12330H","SCEK177","F","OA","N","ORANGE w/ button","None","14936.0","148.92","N","N","GPS","Vectronics","GSM","","41700.0","2014.0","3.0","10.0","530077.0","6631491.0","","Alive","Deployed","Offline","Y","","43117.0","","","","","43090.12534722222","52.0","54.0","50.0","49.0","51.0","45.0","49.0","50.0","53.0","51.0","50.0","49.0","49.0","50.0","48.0","44.0","45.0","44.0","46.0","51.0","51.0","54.0","51.0","46.0","50.0","51.0","51.0","49.0","41.0","47.0","46.0","55.0","51.0","53.0","51.0","46.0","44.0","47.0","47.0","41.0","45.0","38.0","39.0","47.0","7.0","28.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Battery expired. Last heard Feb 2018","","24.0"
"Peace","Agnes Pelletier","Agnes Pelletier","","","Caribou","Southern Mountain-central group","Kennedy Siding","","18-13081H","car185","F","NR","NR","None","GREEN w/ pink buttton","37475.0","150.14","N","N","GPS","Lotek","Lifecycle","","42079.0","2015.0","3.0","","","","","Unknown","Deployed","Offline","Y","","","","","","","43267.084131944","","","","","","","","","","","","","","22.0","21.0","25.0","15.0","3.0","19.0","18.0","20.0","18.0","23.0","16.0","22.0","21.0","18.0","19.0","14.0","15.0","10.0","21.0","23.0","26.0","28.0","28.0","31.0","22.0","23.0","13.0","15.0","10.0","10.0","15.0","25.0","30.0","32.0","24.0","17.0","17.0","19.0","3.0","","","","","","","","","","","","","","","","","","","","","",".  Last heard transmitting 16-Jun-2018; Doug saw at Kennedy Siding - Fall 2018","","25.0"
"Peace","Agnes Pelletier","Agnes Pelletier","","","Caribou","Southern Mountain-central group","Kennedy Siding","","18-13082H","car186","F","NR","NR","None","ORANGE w/ purple button","37476.0","150.15","N","N","GPS","Lotek","Lifecycle","","42079.0","2015.0","3.0","","","","","Unknown","Deployed","Offline","Y","","","","","","","43249.833668982","","","","","","","","","","","","","15.0","32.0","26.0","27.0","22.0","17.0","16.0","23.0","28.0","32.0","31.0","27.0","31.0","29.0","25.0","24.0","24.0","14.0","5.0","27.0","28.0","30.0","30.0","27.0","27.0","31.0","27.0","18.0","19.0","20.0","19.0","29.0","27.0","30.0","23.0","26.0","25.0","29.0","24.0","","","","","","","","","","","","","","","","","","","","","","",".  Last heard transmitting 29-May-2018; Doug saw at Kennedy Siding - Fall 2018","","27.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Grp as above; not lactating; heavy tick-related hair loss","BCOGRIS","Caribou","Boreal","Snake-Sahtaneh","","18-12215H","SCEK068","F","SA","N","RED","None","17635.0","150.17","N","N","VHF","Lotek","LMRT4","","41308.0","2013.0","2.0","10.0","556632.0","6537483.0","","Alive","Deployed","Active","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Still active Apr 30, 2018","","30.0"
"Peace","Agnes Pelletier","Agnes Pelletier","Grp as above; a few small bald patches, several adult ticks found along neck and spine","BCOGRIS","Caribou","Boreal","Snake-Sahtaneh","","18-12254H","SCEK105","F","MA","Unknown","None","BLUE","17725.0","151.76","N","N","VHF","Lotek","LMRT4","","41329.0","2013.0","2.0","10.0","631073.0","6558974.0","","Alive","Deployed","Active","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".  Still active Apr 30, 2018","","84.0"
