CollarSerialNumber,Year,Julianday,Hour,Minute,Activity,Temperature,Latitude,Longitude,HDOP,NumSats,FixTime,2D/3D
031727,14,181,08,02,00,+19,+58.24281,-121.95326,02.4,04,053,3
031727,14,181,12,01,00,+19,+58.24239,-121.95182,03.6,05,060,2
031727,14,181,16,01,06,+24,+58.24235,-121.95191,00.9,07,052,3
031727,14,181,20,01,01,+24,+58.24237,-121.95193,01.2,07,052,3
031727,14,182,00,01,68,+10,+58.23961,-121.97323,02.1,05,050,3
031727,14,182,04,01,80,+08,+58.23936,-121.96196,02.1,05,047,3
031727,14,182,08,01,00,+20,+58.25743,-121.97593,02.0,05,037,3
031727,14,182,12,01,10,+27,+58.25749,-121.97579,00.9,08,037,3
031727,14,182,20,02,00,+26,+58.24661,-121.97445,04.2,03,060,2
031727,14,183,00,01,87,+13,+58.24541,-121.98440,01.9,07,047,3
031727,14,183,04,01,08,+10,+58.23720,-121.95919,01.4,07,037,3
031727,14,183,08,01,00,+20,+58.24381,-121.97148,01.3,05,051,3
031727,14,183,12,01,00,+30,+58.24366,-121.97100,02.1,04,046,3
031727,14,183,16,01,00,+29,+58.24368,-121.97142,01.1,06,047,3
031727,14,183,20,01,00,+22,+58.24417,-121.97175,02.6,05,052,3
031727,14,184,04,02,19,+15,+58.24447,-121.97215,02.0,05,048,3
031727,14,184,08,01,00,+19,+58.24431,-121.97188,02.9,06,052,3
031727,14,184,12,01,00,+23,+58.24382,-121.97146,01.5,04,060,2
031727,14,184,16,01,01,+27,+58.24388,-121.97155,01.1,07,047,3
031727,14,184,20,01,00,+18,+58.24576,-121.97707,03.5,04,050,3
031727,14,185,00,01,48,+14,+58.24690,-121.98551,02.2,06,057,3
031727,14,185,04,01,00,+12,+58.24864,-121.98558,01.7,06,042,3
031727,14,185,08,01,51,+18,+58.24682,-121.98899,03.5,05,047,3
031727,14,185,12,01,09,+23,+58.24670,-121.98874,03.9,05,047,3
031727,14,185,16,01,13,+20,+58.24715,-121.98841,01.3,05,052,3
031727,14,185,20,01,00,+26,+58.24731,-121.98832,02.4,04,060,2
031727,14,186,00,01,19,+11,+58.24660,-121.98326,01.6,07,053,3
031727,14,186,04,01,11,+13,+58.24539,-121.98006,02.3,04,048,3
031727,14,186,08,01,61,+15,+58.23786,-121.97109,01.8,07,048,3
031727,14,186,12,01,00,+23,+58.24334,-121.97119,03.7,04,053,3
031727,14,186,16,01,00,+25,+58.24362,-121.97118,01.2,05,053,3
031727,14,186,20,01,00,+27,+58.24365,-121.97122,02.1,05,047,3
031727,14,187,00,01,61,+11,+58.24419,-121.96679,02.2,05,052,3
031727,14,187,08,01,00,+20,+58.24267,-121.95306,02.0,06,037,3
031727,14,187,12,01,02,+25,+58.24269,-121.95302,00.8,09,053,3
031727,14,187,16,01,17,+33,+58.24269,-121.95312,02.1,04,060,2
031727,14,187,20,01,06,+29,+58.24238,-121.95309,05.0,04,060,3
031727,14,188,00,01,43,+12,+58.24790,-121.96820,01.1,07,042,3
031727,14,188,04,01,77,+10,+58.26022,-121.98977,01.5,05,037,3
031727,14,188,08,01,02,+22,+58.26034,-121.98817,01.1,07,047,3
031727,14,188,12,01,00,+32,+58.26027,-121.98824,01.4,07,037,3
031727,14,188,16,01,00,+34,+58.26037,-121.98816,01.1,06,052,3
031727,14,188,17,30,00,+33,+58.26036,-121.98819,01.7,05,036,3
031727,14,188,18,00,22,+33,+58.26031,-121.98819,02.6,04,022,3
031727,14,188,18,30,02,+32,+58.26029,-121.98809,02.0,05,034,3
031727,14,188,19,00,02,+33,+58.26039,-121.98820,01.7,06,027,3
031727,14,188,19,30,03,+32,+58.26039,-121.98821,01.8,06,022,3
031727,14,188,20,00,01,+33,+58.26039,-121.98819,02.9,04,022,3
031727,14,188,20,31,92,+27,+58.25460,-121.99200,01.7,05,052,3
031727,14,188,21,00,00,+24,+58.25556,-121.98863,01.3,05,034,3
031727,14,188,21,30,42,+23,+58.25550,-121.98864,01.1,07,022,3
031727,14,188,22,00,50,+20,+58.25669,-121.99022,01.1,07,022,3
031727,14,188,22,30,20,+21,+58.25673,-121.99021,01.2,06,022,3
031727,14,189,03,01,62,+16,+58.25300,-121.99851,01.6,06,037,3
031727,14,189,04,00,80,+11,+58.24090,-121.97671,01.5,06,023,3
031727,14,189,08,01,05,+22,+58.24317,-121.96574,02.0,06,042,3
031727,14,189,12,01,00,+31,+58.24317,-121.96571,01.0,07,052,3
031727,14,189,15,01,00,+34,+58.24317,-121.96571,01.0,07,053,3
031727,14,189,15,30,07,+34,+58.24315,-121.96578,01.3,05,022,3
031727,14,189,16,00,00,+34,+58.24316,-121.96568,01.1,06,022,3
031727,14,189,16,30,00,+33,+58.24317,-121.96571,01.4,05,022,3
031727,14,189,17,00,15,+32,+58.24319,-121.96574,03.6,04,021,3
031727,14,189,17,30,07,+32,+58.24319,-121.96576,01.7,06,052,3
031727,14,189,18,00,00,+31,+58.24321,-121.96568,02.1,05,022,3
031727,14,189,18,30,00,+32,+58.24316,-121.96577,01.5,05,022,3
031727,14,189,19,00,02,+32,+58.24316,-121.96578,01.3,05,022,3
031727,14,189,19,30,60,+30,+58.24055,-121.96102,01.4,06,034,3
031727,14,190,00,01,26,+21,+58.24322,-121.97256,02.3,05,042,3
031727,14,190,04,01,01,+16,+58.24315,-121.97323,01.5,04,060,2
031727,14,190,08,01,00,+17,+58.24348,-121.97100,02.0,06,052,3
031727,14,190,12,01,00,+21,+58.24375,-121.97104,01.3,05,052,3
031727,14,190,20,01,16,+17,+58.24251,-121.95326,02.0,05,047,3
031727,14,191,00,01,63,+16,+58.24348,-121.95087,02.8,04,051,3
031727,14,191,04,01,00,+15,+58.24386,-121.94980,01.9,06,052,3
031727,14,191,08,01,00,+16,+58.24393,-121.95131,02.5,05,052,3
031727,14,191,12,01,12,+23,+58.24397,-121.95273,01.2,07,052,3
031727,14,191,16,01,00,+28,+58.24404,-121.95276,02.1,05,052,3
031727,14,191,18,01,06,+27,+58.24395,-121.95273,01.2,07,047,3
031727,14,191,18,30,15,+25,+58.24398,-121.95278,01.1,07,022,3
031727,14,191,19,00,07,+25,+58.24395,-121.95273,01.0,07,022,3
031727,14,191,19,30,17,+25,+58.24390,-121.95279,02.6,05,022,3
031727,14,191,20,01,13,+26,+58.24407,-121.95302,02.0,05,053,3
031727,14,191,20,31,81,+25,+58.24417,-121.95372,02.8,03,060,2
031727,14,191,21,00,73,+22,+58.23787,-121.96190,01.9,04,037,3
031727,14,191,21,30,63,+22,+58.24094,-121.96375,02.7,04,022,3
031727,14,191,22,00,61,+21,+58.24122,-121.96396,01.4,06,034,3
031727,14,191,22,30,25,+19,+58.24126,-121.96360,01.5,08,022,3
031727,14,192,03,01,92,+15,+58.24194,-121.95379,01.0,08,037,3
031727,14,192,04,00,00,+15,+58.24233,-121.95188,01.8,05,022,3
031727,14,192,08,01,32,+21,+58.24328,-121.95138,01.4,07,043,3
031727,14,192,12,01,00,+30,+58.24326,-121.95149,01.0,08,042,3
031727,14,192,14,31,00,+31,+58.24335,-121.95148,01.3,06,052,3
031727,14,192,15,00,00,+33,+58.24334,-121.95144,01.3,06,022,3
031727,14,192,15,30,00,+36,+58.24335,-121.95148,02.3,04,034,3
031727,14,192,16,00,37,+34,+58.24331,-121.95155,01.1,06,022,3
031727,14,192,16,30,49,+33,+58.24333,-121.95148,01.3,05,022,3
031727,14,192,17,00,03,+32,+58.24334,-121.95151,01.5,05,022,3
031727,14,192,17,30,00,+34,+58.24325,-121.95147,03.2,04,022,3
031727,14,192,18,00,00,+34,+58.24331,-121.95151,01.1,07,047,3
031727,14,192,18,30,00,+34,+58.24331,-121.95151,01.0,08,022,3
031727,14,192,19,00,07,+34,+58.24326,-121.95154,01.4,06,023,3
031727,14,192,19,30,53,+31,+58.23860,-121.97019,03.7,04,033,3
031727,14,193,00,01,48,+16,+58.24436,-121.96506,01.7,07,042,3
031727,14,193,04,01,74,+12,+58.24374,-121.96656,01.1,08,053,3
031727,14,193,08,01,84,+23,+58.24252,-121.95302,01.4,07,038,3
031727,14,193,12,01,00,+32,+58.24253,-121.95340,01.8,05,042,3
031727,14,193,16,01,00,+44,+58.24262,-121.95333,01.3,05,038,3
031727,14,193,20,01,91,+32,+58.24161,-121.95307,02.0,05,047,3
031727,14,194,04,02,47,+19,+58.24214,-121.97227,02.1,05,049,3
031727,14,194,08,01,00,+25,+58.24201,-121.96551,01.8,06,042,3
031727,14,194,12,01,00,+32,+58.24201,-121.96553,01.2,06,052,3
031727,14,194,16,01,00,+36,+58.24200,-121.96546,01.4,06,047,3
031727,14,194,17,00,00,+33,+58.24205,-121.96557,01.6,05,022,3
031727,14,194,17,30,00,+36,+58.24200,-121.96559,03.7,04,034,3
031727,14,194,18,00,00,+34,+58.24197,-121.96557,01.1,08,037,3
031727,14,194,18,30,00,+36,+58.24200,-121.96556,01.1,06,022,3
031727,14,194,19,00,00,+34,+58.24201,-121.96559,00.9,08,022,3
031727,14,194,19,30,09,+33,+58.24198,-121.96556,01.3,06,022,3
031727,14,194,20,00,00,+32,+58.24202,-121.96559,02.3,05,022,3
031727,14,194,20,30,34,+31,+58.24196,-121.96566,01.2,05,047,3
031727,14,194,21,00,27,+28,+58.24215,-121.96544,01.2,06,022,3
031727,14,194,21,30,24,+26,+58.24215,-121.96529,01.7,05,022,3
031727,14,195,02,01,80,+17,+58.23974,-121.96709,01.4,06,038,3
031727,14,195,04,01,34,+17,+58.24390,-121.96804,04.7,05,044,3
031727,14,195,08,01,00,+22,+58.24247,-121.96600,01.7,06,047,3
031727,14,195,12,01,00,+33,+58.24197,-121.96527,01.1,07,052,3
031727,14,195,16,01,00,+34,+58.24205,-121.96555,01.7,05,047,3
031727,14,195,20,01,50,+31,+58.24178,-121.96509,02.0,05,052,3
031727,14,196,00,01,00,+22,+58.24617,-121.98062,01.5,06,042,3
031727,14,196,04,01,60,+23,+58.24428,-121.98039,01.8,05,053,3
031727,14,196,12,01,00,+31,+58.25487,-121.98157,01.6,06,042,3
031727,14,196,16,01,00,+34,+58.25487,-121.98181,01.7,05,047,3
031727,14,196,20,01,70,+26,+58.25844,-121.98194,01.0,06,052,3
031727,14,197,00,01,00,+20,+58.25864,-121.98316,01.4,06,052,3
031727,14,197,04,01,52,+14,+58.26107,-121.98117,01.0,09,057,3
031727,14,197,08,01,26,+22,+58.25848,-121.98188,01.6,06,052,3
031727,14,197,12,01,00,+30,+58.25841,-121.98212,01.8,05,042,3
031727,14,197,16,01,25,+31,+58.25846,-121.98208,01.7,05,052,3
031727,14,197,20,01,03,+28,+58.25849,-121.98198,01.2,06,042,3
031727,14,198,02,01,00,+19,+58.25827,-122.00339,01.1,07,052,3
031727,14,198,10,01,00,+27,+58.26612,-122.01081,01.7,06,042,3
031727,14,198,18,02,00,+29,+58.26609,-122.01079,01.7,05,052,3
031727,14,199,02,02,85,+14,+58.26584,-121.99919,03.3,04,060,2
031727,14,199,10,01,93,+29,+58.26214,-121.98639,01.6,06,047,3
031727,14,199,18,02,00,+19,+58.25928,-121.98803,01.6,06,053,3
031727,14,200,02,02,00,+19,+58.25639,-122.00608,03.0,05,054,3
031727,14,200,10,02,53,+19,+58.25866,-121.98753,04.0,05,038,3
031727,14,200,18,01,10,+25,+58.25929,-121.98622,01.3,06,037,3
031727,14,201,10,03,00,+25,+58.25883,-121.98850,01.6,06,047,3
031727,14,201,18,02,70,+29,+58.25890,-121.98834,01.6,05,055,3
031727,14,202,02,01,00,+17,+58.25497,-121.99534,01.5,07,042,3
031727,14,202,10,02,00,+25,+58.24370,-121.97143,01.5,06,060,3
031727,14,202,15,31,00,+32,+58.24376,-121.97156,02.2,05,028,3
031727,14,202,16,00,00,+31,+58.24365,-121.97161,01.4,05,022,3
031727,14,202,16,30,79,+30,+58.24367,-121.96802,02.3,05,035,3
031727,14,202,17,01,40,+28,+58.24365,-121.96798,02.7,04,060,2
031727,14,202,17,30,00,+27,+58.24366,-121.96795,01.6,05,036,3
031727,14,202,18,00,00,+26,+58.24367,-121.96795,01.3,06,022,3
031727,14,202,18,30,46,+25,+58.24435,-121.96846,02.6,04,022,3
031727,14,202,19,00,66,+22,+58.23860,-121.96025,01.5,05,022,3
031727,14,202,19,30,91,+23,+58.24173,-121.95304,01.7,05,047,3
031727,14,203,04,02,74,+16,+58.23751,-121.97118,02.1,06,052,3
031727,14,203,18,02,70,+31,+58.24333,-121.96506,01.4,06,047,3
031727,14,204,02,02,73,+19,+58.24334,-121.96509,01.6,06,054,3
031727,14,204,10,01,00,+24,+58.24378,-121.97095,01.4,07,052,3
031727,14,204,18,02,00,+30,+58.24376,-121.97035,01.6,05,060,2
031727,14,205,02,01,67,+20,+58.24687,-121.98550,01.2,06,052,3
031727,14,205,10,02,00,+31,+58.25999,-121.98649,00.0,00,060,3
031727,14,205,18,01,56,+30,+58.26027,-121.98616,01.4,06,047,3
031727,14,206,10,03,06,+27,+58.26739,-122.02350,02.0,07,047,3
031727,14,206,18,01,04,+28,+58.26866,-122.02442,01.9,05,042,3
031727,14,207,10,03,90,+25,+58.26359,-121.99620,03.0,04,060,2
031727,14,207,18,02,55,+21,+58.26328,-121.99835,01.6,04,060,2
031727,14,208,02,01,00,+16,+58.25276,-121.99916,01.1,07,047,3
031727,14,208,10,01,00,+24,+58.25849,-122.00423,01.3,08,048,3
031727,14,208,18,02,44,+31,+58.25857,-122.00415,02.1,04,057,3
031727,14,209,02,01,52,+17,+58.26630,-122.02230,02.0,05,047,3
031727,14,209,10,02,00,+25,+58.26861,-122.02458,02.2,06,053,3
031727,14,209,18,02,00,+29,+58.26900,-122.02576,02.1,04,060,2
031727,14,210,02,01,00,+20,+58.26966,-122.02233,01.2,07,052,3
031727,14,210,10,02,00,+27,+58.27592,-122.02632,01.4,05,060,2
031727,14,210,18,01,47,+33,+58.27534,-122.02458,01.4,06,047,3
031727,14,211,02,01,00,+22,+58.27458,-122.02930,01.4,05,042,3
031727,14,211,10,02,00,+25,+58.26380,-122.01487,02.2,05,053,3
031727,14,211,18,01,00,+28,+58.26153,-122.00531,02.9,04,037,3
031727,14,212,02,01,01,+19,+58.26688,-122.02076,01.4,07,042,3
031727,14,212,10,02,00,+20,+58.25486,-122.00590,02.1,06,054,3
031727,14,212,18,01,00,+29,+58.25683,-122.00111,01.3,06,042,3
031727,14,213,02,01,00,+20,+58.26377,-122.01356,01.3,07,047,3
031727,14,213,10,01,00,+26,+58.26572,-121.99698,01.8,05,042,3
031727,14,213,18,01,00,+34,+58.26683,-121.99745,01.8,06,047,3
031727,14,214,02,01,77,+14,+58.26451,-121.99761,01.7,06,042,3
031727,14,214,10,02,00,+29,+58.26818,-122.01409,02.1,05,048,3
031727,14,214,18,01,09,+31,+58.26903,-122.01305,02.1,05,052,3
031727,14,215,02,02,83,+17,+58.26577,-121.99899,03.7,04,060,3
031727,14,215,10,01,00,+25,+58.26305,-122.00524,01.3,06,047,3
031727,14,215,18,01,30,+32,+58.26409,-122.00273,01.1,06,042,3
031727,14,216,02,01,62,+19,+58.26324,-122.00004,02.8,04,047,3
031727,14,216,10,01,73,+29,+58.26242,-121.99549,01.0,07,047,3
031727,14,216,18,01,00,+36,+58.26234,-121.99573,01.4,06,042,3
031727,14,217,02,01,23,+19,+58.26172,-121.99858,01.2,06,047,3
031727,14,218,02,04,00,+17,+58.28069,-122.02176,01.0,09,052,3
031727,14,218,10,01,00,+26,+58.26217,-121.99191,01.0,06,047,3
031727,14,219,02,03,00,+18,+58.25775,-121.98221,01.5,08,047,3
031727,14,219,10,01,00,+21,+58.24391,-121.97178,01.8,04,047,3
031727,14,219,18,01,52,+26,+58.23757,-121.97099,02.2,04,042,3
031727,14,220,02,01,72,+13,+58.23997,-121.96730,01.9,06,042,3
031727,14,220,10,02,00,+18,+58.24441,-121.97210,01.7,05,052,3
031727,14,221,02,03,53,+08,+58.23758,-121.97220,01.5,07,049,3
031727,14,241,11,12,00,+23,+58.25535,-121.97862,05.1,03,060,2
031727,14,241,18,01,00,+25,+58.25876,-121.98030,01.6,05,047,3
031727,14,242,02,02,00,+15,+58.25830,-121.98629,01.3,05,053,3
031727,14,242,18,03,01,+25,+58.25928,-121.97206,02.5,04,060,2
031727,14,243,02,01,41,+13,+58.25748,-121.97264,01.6,05,052,3
031727,14,243,10,02,00,+20,+58.25731,-121.97445,01.2,06,052,3
031727,14,243,18,02,19,+23,+58.25834,-121.97344,01.2,07,052,3
031727,14,244,02,01,56,+10,+58.25350,-121.97119,01.2,06,042,3
031727,14,244,10,01,53,+21,+58.26083,-121.97592,01.4,06,042,3
031727,14,244,18,01,39,+22,+58.26377,-121.98284,02.1,04,047,3
031727,14,245,02,01,00,+19,+58.26388,-121.97847,01.4,06,042,3
031727,14,246,02,04,00,+14,+58.27065,-121.98749,01.5,05,052,3
031727,14,259,18,48,47,+19,+58.25375,-121.97090,01.8,06,037,3
031727,14,260,02,02,30,+11,+58.25780,-121.97263,03.9,03,060,2
031727,14,260,10,02,05,+16,+58.25346,-121.97381,05.1,04,057,3
031727,14,260,18,02,48,+22,+58.25240,-121.96237,02.0,05,060,2
031727,14,261,02,02,00,+14,+58.23765,-121.93339,00.0,00,060,3
031727,14,267,02,22,00,+08,+58.22303,-121.92741,01.8,03,060,2
031727,14,268,02,04,00,+13,+58.22221,-121.92781,01.2,08,052,3
031727,14,268,10,02,31,+14,+58.22327,-121.93043,03.1,03,060,2
031727,14,269,02,02,30,+14,+58.22413,-121.93631,02.2,05,042,3
031727,14,269,10,02,02,+16,+58.22468,-121.93633,01.1,05,047,3
031727,14,270,02,03,03,+11,+58.22428,-121.93858,02.4,05,044,3
031727,14,273,10,12,00,+16,+58.20150,-121.81703,01.2,05,047,3
031727,14,276,10,10,34,+09,+58.19051,-121.81825,05.1,03,060,2
031727,14,277,02,03,18,+11,+58.18936,-121.80248,02.2,06,054,3
031727,14,278,02,04,00,+09,+58.15908,-121.78511,03.9,05,060,2
031727,14,284,10,23,00,+10,+58.19639,-121.88053,02.1,04,048,3
031727,14,284,18,01,30,+19,+58.19807,-121.89656,01.9,06,042,3
031727,14,285,02,02,18,+11,+58.19955,-121.89147,03.9,03,060,2
031727,14,285,10,01,00,+11,+58.19804,-121.89115,02.4,04,052,3
031727,14,285,18,01,27,+15,+58.19408,-121.89506,02.1,06,042,3
031727,14,286,10,03,24,+08,+58.19755,-121.86839,03.2,03,060,2
031727,14,288,02,06,00,+10,+58.19593,-121.87178,01.1,09,056,3
031727,14,289,02,04,20,+09,+58.19616,-121.86758,04.9,03,060,2
031727,14,308,10,46,31,+02,+58.09590,-121.99811,01.6,05,057,3
031727,14,314,10,21,03,-04,+57.97159,-121.89135,01.6,05,057,3
031727,14,316,10,08,48,-09,+57.95637,-121.92938,01.1,07,057,3
031727,14,320,10,14,25,-01,+58.10000,-121.93955,01.6,05,042,3
031727,14,321,10,04,00,-01,+58.11316,-121.95877,02.0,05,054,3
031727,14,327,02,20,54,-15,+58.32344,-122.08757,02.1,06,052,3
031727,14,328,02,04,21,-02,+58.32125,-122.09661,01.4,05,060,2
031727,14,329,02,04,00,+01,+58.31103,-122.07014,00.9,09,048,3
031727,14,330,02,04,00,-03,+58.32170,-122.08249,00.8,09,052,3
031727,14,331,02,04,00,-02,+58.29834,-122.03463,02.3,05,052,3
031727,14,332,02,04,00,-09,+58.29114,-122.01773,01.6,05,052,3
031727,14,333,02,04,02,-09,+58.28091,-122.01427,01.4,07,048,3
031727,14,334,02,04,04,-11,+58.28974,-122.03952,01.5,06,053,3
031727,14,335,02,04,07,-04,+58.29478,-122.03497,02.7,05,052,3
031727,14,336,02,04,43,-09,+58.30749,-122.05919,01.2,08,048,3
031727,14,337,02,04,40,-04,+58.29551,-122.04223,02.0,05,053,3
031727,14,338,02,04,45,-03,+58.27939,-121.98649,01.9,05,055,3
031727,14,339,02,04,02,-00,+58.29176,-121.94661,02.8,03,060,2
031727,14,340,02,04,51,-05,+58.26082,-121.88662,02.1,04,060,2
031727,14,341,02,04,55,-07,+58.27538,-121.93878,01.7,05,055,3
031727,14,342,02,04,00,-07,+58.31515,-121.98770,02.2,04,052,3
031727,14,343,02,04,01,-00,+58.30575,-122.02532,01.3,05,052,3
031727,14,344,02,04,56,-04,+58.33625,-122.10889,01.1,07,052,3
031727,14,345,02,04,00,-04,+58.31581,-122.06793,00.9,09,047,3
031727,14,346,02,04,00,-02,+58.28181,-122.02088,01.1,08,048,3
031727,14,347,02,04,45,-07,+58.30782,-122.03285,02.2,04,051,3
031727,14,348,02,04,00,-04,+58.31280,-122.06510,01.3,07,042,3
031727,14,349,02,04,32,+09,+58.29919,-122.07545,01.0,08,053,3
031727,14,350,02,04,48,-12,+58.32129,-122.05956,00.9,08,049,3
031727,14,351,02,04,45,-08,+58.32117,-122.09698,01.1,06,060,3
031727,14,352,02,04,07,+04,+58.31209,-122.06762,00.9,09,050,3
031727,14,353,02,04,16,-01,+58.32420,-122.07881,00.0,00,060,3
031727,14,354,02,04,00,-01,+58.32103,-122.06652,00.8,09,055,3
031727,14,355,02,04,00,+01,+58.31295,-122.06588,01.2,07,052,3
031727,14,356,02,04,00,-01,+58.31187,-122.06022,01.1,08,052,3
031727,14,357,02,04,38,+02,+58.32323,-122.08466,01.1,07,052,3
031727,14,358,02,04,52,-02,+58.31714,-122.06268,02.5,05,056,3
031727,14,359,02,04,13,-00,+58.31256,-122.04209,01.6,07,054,3
031727,14,360,02,04,03,-00,+58.31800,-122.06161,01.0,09,042,3
031727,14,361,02,04,00,-05,+58.31878,-122.06110,01.1,08,052,3
031727,14,362,02,04,44,-03,+58.32573,-122.07730,01.8,04,060,2
031727,14,363,02,04,17,+00,+58.31156,-122.06542,01.0,09,053,3
031727,14,364,02,04,00,-05,+58.31545,-122.06070,00.9,08,047,3
031727,14,365,02,04,00,-00,+58.31978,-122.02111,00.8,09,052,3
031727,15,001,02,04,44,+05,+58.30444,-122.06967,00.9,08,052,3
031727,15,002,02,04,27,-05,+58.32101,-122.05899,02.4,05,052,3
031727,15,003,02,04,51,-08,+58.30131,-122.07296,02.9,06,048,3
031727,15,004,02,04,00,+01,+58.31071,-122.06215,00.8,08,052,3
031727,15,005,02,04,47,-15,+58.31063,-122.05934,00.8,09,057,3
031727,15,007,02,08,47,+03,+58.30856,-122.07226,01.5,06,057,3
031727,15,008,02,04,17,-04,+58.30723,-122.08863,01.1,07,054,3
031727,15,009,02,04,33,-09,+58.31498,-122.08931,01.0,07,053,3
031727,15,010,02,04,46,-02,+58.31456,-122.09194,01.2,06,053,3
031727,15,011,02,04,48,-06,+58.32016,-122.08737,01.3,07,052,3
031727,15,012,02,04,00,+03,+58.32529,-122.08322,00.9,08,052,3
031727,15,013,02,04,00,+04,+58.31997,-122.08265,00.9,07,052,3
031727,15,014,02,04,56,+01,+58.31921,-122.08164,00.9,07,052,3
031727,15,015,02,04,31,+00,+58.30809,-122.08889,02.0,04,052,3
031727,15,016,02,04,00,+04,+58.31095,-122.07007,00.8,08,052,3
031727,15,018,02,04,00,-01,+58.31484,-122.08992,01.0,07,053,3
031727,15,019,02,04,00,+01,+58.30943,-122.07858,01.1,07,052,3
031727,15,020,02,04,22,+04,+58.32547,-122.08141,01.1,07,052,3
031727,15,021,02,04,00,+06,+58.24390,-121.93907,01.4,08,052,3
031727,15,023,18,10,41,+10,+58.26052,-121.92901,02.6,04,053,3
031727,15,025,02,05,42,+07,+58.25838,-121.91990,02.8,03,060,2
031727,15,026,02,04,00,+02,+58.26069,-121.93003,01.0,07,048,3
031727,15,027,02,04,00,+00,+58.26486,-121.92545,01.0,07,047,3
031727,15,028,02,04,00,+01,+58.26958,-121.93007,01.0,08,052,3
031727,15,029,02,04,00,-07,+58.27212,-121.93772,01.0,08,045,3
031727,15,030,02,04,00,+01,+58.27122,-121.93900,02.8,06,053,3
031727,15,031,02,04,02,-05,+58.27766,-121.94258,01.7,05,048,3
031727,15,032,02,04,01,-06,+58.27717,-121.94459,01.0,08,052,3
031727,15,033,02,04,21,-07,+58.28331,-121.93890,01.5,04,048,3
031727,15,034,02,04,35,-11,+58.27983,-121.94493,01.8,05,047,3
031727,15,035,02,04,35,-09,+58.27849,-121.94281,01.2,07,050,3
031727,15,036,02,04,03,-04,+58.27339,-121.98433,01.0,08,052,3
031727,15,038,02,08,00,-03,+58.27532,-121.98343,01.0,08,047,3
031727,15,039,02,04,03,-09,+58.28027,-121.98313,00.8,08,045,3
031727,15,040,02,04,37,-09,+58.28009,-121.98830,00.9,08,054,3
031727,15,041,02,04,38,-08,+58.27966,-121.99518,02.2,05,048,3
031727,15,042,02,04,02,-05,+58.28290,-122.00080,01.4,08,050,3
031727,15,043,02,04,41,-07,+58.28287,-122.00142,01.5,08,052,3
031727,15,044,02,04,36,-04,+58.28173,-122.00360,02.2,04,060,2
031727,15,045,02,04,00,-06,+58.28256,-122.00218,00.9,09,053,3
031727,15,046,02,04,00,+06,+58.28646,-122.00834,01.2,08,055,3
031727,15,047,02,04,00,+04,+58.28620,-122.00850,00.9,08,047,3
031727,15,048,02,04,00,+05,+58.28529,-122.00884,01.0,07,058,3
031727,15,049,02,04,27,+03,+58.29239,-122.01369,02.1,06,052,3
031727,15,050,02,04,00,+05,+58.29321,-122.01400,02.3,05,047,3
031727,15,051,02,04,00,+07,+58.29346,-122.01100,01.5,07,052,3
031727,15,052,02,04,29,+05,+58.29380,-122.01165,01.6,07,053,3
031727,15,053,02,04,51,+06,+58.30273,-122.01950,02.0,06,052,3
031727,15,056,10,12,41,+00,+58.28639,-122.05281,03.8,04,060,2
031727,15,057,10,04,10,+02,+58.28778,-122.06621,01.3,07,052,3
031727,15,058,10,04,04,-01,+58.28688,-122.05699,01.4,08,058,3
031727,15,059,10,04,78,-04,+58.25858,-121.99617,01.6,08,057,3
031727,15,060,10,04,00,+03,+58.30247,-122.00686,00.9,09,047,3
031727,15,062,10,08,00,-05,+58.30261,-122.00622,01.6,08,053,3
031727,15,063,10,04,00,+01,+58.30340,-122.02035,01.1,08,057,3
031727,15,065,02,06,00,+05,+58.30271,-122.01786,01.8,06,057,3
031727,15,066,18,06,00,+11,+58.30342,-122.01754,01.7,05,052,3
031727,15,067,10,03,22,+07,+58.30270,-122.01955,07.1,03,060,2
031727,15,073,18,23,00,+05,+58.22330,-122.10279,03.6,04,052,3
031727,15,082,02,30,01,+00,+58.15127,-122.01332,05.4,04,060,2
031727,15,083,10,05,15,+05,+58.15016,-122.03285,01.0,08,057,3
031727,15,087,10,15,11,+10,+58.15000,-122.02000,02.9,03,060,2
031728,13,020,18,14,00,-09,+57.11563,-120.60726,01.4,06,057,3
031728,13,021,02,01,11,-09,+57.11220,-120.60828,01.3,06,047,3
031728,13,021,10,02,21,-06,+57.11077,-120.60981,02.9,04,060,2
031728,13,021,18,01,10,-07,+57.11203,-120.59701,01.9,06,047,3
031728,13,022,02,01,00,-07,+57.11052,-120.60913,01.5,06,047,3
031728,13,022,10,01,12,-08,+57.11091,-120.61070,02.4,05,047,3
031728,13,022,18,01,15,-06,+57.11082,-120.61099,02.1,06,047,3
031728,13,023,02,01,01,-04,+57.11077,-120.61068,01.3,07,047,3
031728,13,023,10,01,19,-06,+57.11040,-120.61026,01.8,06,047,3
031728,13,023,18,01,12,-04,+57.10991,-120.60917,01.7,05,047,3
031728,13,024,02,01,00,-09,+57.11022,-120.60942,01.8,06,047,3
031728,13,024,10,01,05,-10,+57.11001,-120.60926,02.5,05,042,3
031728,13,024,18,01,14,-07,+57.11011,-120.61055,02.4,05,037,3
031728,13,025,02,02,01,-04,+57.11052,-120.61090,01.5,07,052,3
031728,13,025,10,02,02,+03,+57.11057,-120.61061,00.9,08,060,3
031728,13,025,18,01,12,-08,+57.11013,-120.59599,01.4,06,052,3
