CollarSerialNumber,Year,Julianday,Hour,Minute,Activity,Temperature,Latitude,Longitude,HDOP,NumSats,FixTime,2D/3D
030929,14,087,21,02,49,-00,+58.17357,-120.63768,00.9,07,048,3
030929,14,088,09,02,00,+02,+58.17569,-120.64405,01.4,07,047,3
030929,14,088,21,02,00,-03,+58.18570,-120.67422,01.8,04,057,3
030929,14,089,09,02,00,-12,+58.19230,-120.67713,01.9,06,052,3
030929,14,089,21,02,01,-05,+58.19268,-120.68965,02.0,04,042,3
030929,14,090,21,04,18,+01,+58.32016,-120.58840,01.2,07,047,3
030929,14,091,09,02,02,+06,+58.32043,-120.58461,01.0,07,052,3
030929,14,092,09,04,11,-05,+58.31243,-120.57386,01.8,07,037,3
030929,14,092,21,02,05,-03,+58.32018,-120.58840,01.3,05,037,3
030929,14,093,09,02,06,+01,+58.31915,-120.58651,02.3,07,052,3
030929,14,093,21,02,48,+00,+58.30679,-120.58753,01.8,05,052,3
030929,14,094,09,02,01,+00,+58.31380,-120.59519,00.8,08,052,3
030929,14,094,21,02,18,+00,+58.31280,-120.59238,02.5,05,043,3
030929,14,095,09,02,14,+01,+58.31611,-120.59671,02.3,03,060,2
030929,14,095,21,02,03,+04,+58.30999,-120.58969,01.1,06,047,3
030929,14,096,09,02,00,+05,+58.30975,-120.58414,01.4,07,037,3
030929,14,097,21,05,10,+10,+58.17559,-120.60202,02.7,04,047,3
030929,14,098,09,02,10,+12,+58.16577,-120.59263,01.4,07,037,3
030929,14,098,21,02,05,+07,+58.16320,-120.58424,01.6,05,043,3
030929,14,100,09,06,00,+05,+58.13596,-120.56958,03.4,04,060,2
030929,14,100,21,02,12,+04,+58.12339,-120.45374,01.5,05,047,3
030929,14,101,09,02,11,-03,+58.14012,-120.43432,01.6,06,052,3
030929,14,101,21,02,03,-01,+58.14042,-120.43533,00.9,08,044,3
030929,14,102,09,02,64,+01,+58.14506,-120.44361,03.3,04,060,2
030929,14,102,21,02,17,+00,+58.20549,-120.61193,00.9,07,042,3
030929,14,103,21,04,08,+07,+58.17002,-120.61749,01.9,04,052,3
030929,14,104,21,04,10,+10,+58.18421,-120.63182,01.0,07,052,3
030929,14,105,09,02,08,+03,+58.17582,-120.63083,02.2,04,057,3
030929,14,105,21,02,06,+04,+58.17492,-120.63838,02.0,04,060,2
030929,14,106,09,02,22,+05,+58.17500,-120.63234,01.6,06,042,3
030929,14,106,21,02,08,+04,+58.17594,-120.63993,01.7,05,052,3
030929,14,108,09,06,18,+07,+58.17894,-120.64846,01.6,05,057,3
030929,14,108,21,02,17,+05,+58.16741,-120.64934,01.0,06,038,3
030929,14,109,09,02,01,+21,+58.17630,-120.63096,01.5,06,053,3
030929,14,110,09,04,01,+14,+58.17559,-120.63305,01.1,08,052,3
030929,14,110,21,02,15,+08,+58.18476,-120.63890,02.8,04,047,3
030929,14,111,09,02,44,+15,+58.18262,-120.64287,03.9,05,042,3
030929,14,112,09,04,19,+11,+58.18959,-120.63047,03.1,06,052,3
030929,14,113,09,04,04,+05,+58.17453,-120.63729,01.6,06,057,3
030929,14,114,09,04,31,+05,+58.18487,-120.62108,04.6,04,060,2
030929,14,114,21,02,62,+08,+58.17430,-120.60145,01.5,06,047,3
030929,14,115,09,02,00,+07,+58.16088,-120.59935,01.9,05,043,3
030929,14,115,21,02,16,+04,+58.16074,-120.62578,03.2,04,043,3
030929,14,116,09,02,06,+09,+58.17307,-120.63735,01.9,07,048,3
030929,14,116,21,02,22,+10,+58.17578,-120.63394,01.0,07,042,3
030929,14,117,09,02,35,+12,+58.17376,-120.63724,03.0,05,042,3
030929,14,117,21,02,14,+10,+58.16324,-120.63973,01.8,05,037,3
030929,14,118,09,02,02,+08,+58.16469,-120.63634,02.3,05,044,3
030929,14,118,21,02,21,+09,+58.17317,-120.66121,01.5,05,042,3
030929,14,119,09,02,00,+15,+58.18038,-120.65006,01.9,06,042,3
030929,14,119,21,02,26,+15,+58.17457,-120.63750,01.7,05,049,3
030929,14,120,21,04,23,+17,+58.16910,-120.60942,02.0,04,052,3
030929,14,122,09,05,00,+09,+58.17273,-120.58581,02.0,05,047,3
030929,14,122,21,02,09,+09,+58.16483,-120.59166,01.9,05,044,3
030929,14,123,09,02,01,+14,+58.16295,-120.59330,01.6,06,053,3
030929,14,123,21,02,00,+11,+58.13909,-120.46036,01.3,06,052,3
030929,14,125,09,06,09,+05,+58.14096,-120.43053,01.0,07,052,3
030929,14,125,21,02,07,+05,+58.14188,-120.42362,02.0,06,037,3
030929,14,126,09,02,08,+10,+58.14107,-120.42213,02.3,05,043,3
030929,14,126,21,02,15,+10,+58.14342,-120.40786,01.6,06,047,3
030929,14,127,09,02,10,+13,+58.14312,-120.41665,02.3,05,057,3
030929,14,127,21,02,00,+13,+58.14469,-120.43193,02.0,05,042,3
030929,14,128,09,02,04,+11,+58.14635,-120.43632,01.7,05,043,3
030929,14,128,21,02,04,+12,+58.14575,-120.45171,03.5,04,047,3
030929,14,129,21,04,02,+14,+58.11263,-120.50049,02.3,05,052,3
030929,14,130,09,02,01,+10,+58.10504,-120.49298,02.8,04,043,3
030929,14,130,21,02,31,+12,+58.11488,-120.49375,01.5,07,047,3
030929,14,131,09,02,07,+16,+58.11159,-120.49979,02.7,04,042,3
030929,14,131,21,02,01,+19,+58.11164,-120.50046,02.0,05,037,3
030929,14,132,09,02,17,+14,+58.11306,-120.49274,02.4,04,060,2
030929,14,132,21,02,08,+16,+58.11177,-120.48631,02.8,04,058,3
030929,14,133,09,02,08,+26,+58.11454,-120.49925,01.6,05,042,3
030929,14,133,21,02,53,+17,+58.10511,-120.49568,02.1,05,037,3
030929,14,134,09,02,07,+20,+58.10611,-120.47613,02.3,05,042,3
030929,14,135,09,04,04,+04,+58.11474,-120.49853,01.7,04,060,2
030929,14,135,21,02,13,+10,+58.11478,-120.49815,01.8,06,047,3
030929,14,136,21,04,61,+10,+58.14229,-120.43289,02.3,05,053,3
030929,14,137,09,02,00,+18,+58.13817,-120.41423,01.6,06,043,3
030929,14,137,21,02,63,+11,+58.07353,-120.35981,02.4,05,057,3
030929,14,138,09,02,00,+16,+58.04441,-120.35905,01.4,05,052,3
030929,14,138,21,02,03,+19,+58.04505,-120.35603,01.9,06,056,3
030929,14,139,09,02,43,+21,+58.04623,-120.35384,02.2,05,057,3
030929,14,139,21,02,01,+18,+58.04769,-120.33702,01.9,06,049,3
030929,14,140,09,02,08,+11,+58.04837,-120.34431,02.2,05,059,3
030929,14,140,21,02,03,+17,+58.04750,-120.37006,02.0,06,052,3
030929,14,141,21,04,14,+16,+58.07016,-120.50576,02.0,05,047,3
030929,14,142,09,02,01,+17,+58.09038,-120.50152,01.2,06,037,3
030929,14,142,21,02,03,+19,+58.08852,-120.49993,01.3,05,047,3
030929,14,143,09,02,00,+20,+58.09481,-120.50302,01.3,06,042,3
030929,14,143,21,02,09,+10,+58.10671,-120.48318,02.6,04,038,3
030929,14,145,09,04,54,+18,+58.11197,-120.48780,03.1,05,045,3
030929,14,145,21,02,00,+21,+58.10982,-120.48615,01.7,06,047,3
030929,14,146,09,02,08,+22,+58.11521,-120.49424,03.9,04,037,3
030929,14,146,21,02,12,+19,+58.11191,-120.48574,01.8,06,043,3
030929,14,147,09,02,00,+19,+58.10678,-120.48318,01.8,04,044,3
030929,14,147,21,02,33,+19,+58.10868,-120.48584,01.6,06,038,3
030929,14,148,09,02,18,+23,+58.10652,-120.48954,01.3,05,057,3
030929,14,148,21,02,08,+19,+58.10754,-120.48971,01.4,07,057,3
030929,14,149,09,02,61,+19,+58.10932,-120.48864,01.8,04,042,3
030929,14,149,21,02,01,+21,+58.10979,-120.48597,01.6,06,037,3
030929,14,150,09,02,00,+27,+58.10844,-120.48652,01.4,05,060,2
030929,14,150,21,02,00,+19,+58.10820,-120.48318,01.3,06,048,3
030929,14,151,09,02,01,+19,+58.10617,-120.48375,01.1,08,043,3
030929,14,151,21,02,00,+25,+58.10604,-120.48406,01.5,06,042,3
030929,14,152,09,02,00,+22,+58.11193,-120.48638,01.5,05,042,3
030929,14,152,21,02,19,+24,+58.10961,-120.48554,01.1,07,057,3
030929,14,153,09,02,11,+19,+58.11220,-120.50044,01.3,05,057,3
030929,14,153,21,02,00,+19,+58.11123,-120.49903,03.3,06,037,3
030929,14,154,09,02,01,+11,+58.10578,-120.48894,02.8,04,037,3
030929,14,154,21,02,55,+04,+58.11252,-120.48524,01.7,05,057,3
030929,14,155,09,02,04,+07,+58.11432,-120.49829,01.2,06,052,3
030929,14,155,21,02,05,+14,+58.10757,-120.48964,01.5,05,048,3
030929,14,156,09,02,01,+16,+58.10626,-120.49180,02.3,05,048,3
030929,14,156,21,02,00,+19,+58.11022,-120.48592,02.4,05,057,3
030929,14,157,09,02,05,+16,+58.11092,-120.48353,01.2,06,037,3
030929,14,157,21,02,00,+18,+58.11168,-120.48609,01.2,07,048,3
030929,14,158,09,02,43,+19,+58.10928,-120.49009,02.6,04,043,3
030929,14,158,21,02,13,+17,+58.10924,-120.48635,01.1,06,042,3
030929,14,159,09,02,13,+25,+58.11090,-120.48349,01.9,05,037,3
030929,14,160,09,04,07,+13,+58.11078,-120.48592,05.0,04,060,2
030929,14,160,21,02,01,+19,+58.11012,-120.48484,01.6,06,047,3
030929,14,161,09,02,00,+17,+58.11127,-120.48332,01.9,06,042,3
030929,14,163,09,03,09,+19,+58.09011,-120.51166,02.1,05,037,3
030929,14,163,21,02,05,+20,+58.09014,-120.51150,02.0,04,060,2
030929,14,164,09,02,00,+23,+58.09012,-120.51157,05.5,04,060,2
030929,14,164,21,02,09,+19,+58.09023,-120.51146,03.1,03,060,2
030929,14,165,21,04,01,+22,+58.08964,-120.51159,01.4,06,052,3
030929,14,166,09,02,00,+22,+58.08963,-120.51165,01.4,07,057,3
030929,14,166,21,02,12,+16,+58.08949,-120.51166,01.4,06,042,3
030929,14,167,09,02,02,+18,+58.08955,-120.51173,02.1,04,060,2
030929,14,167,21,02,00,+22,+58.08991,-120.51168,02.0,05,047,3
030929,14,168,09,02,04,+26,+58.08977,-120.51221,02.0,05,043,3
030929,14,168,21,02,00,+28,+58.08952,-120.51183,04.0,04,042,3
030929,14,169,09,02,02,+19,+58.08677,-120.51197,03.0,05,037,3
030929,14,169,21,02,00,+21,+58.09082,-120.50393,02.9,05,053,3
030929,14,170,09,02,00,+20,+58.09040,-120.49707,01.9,06,052,3
030929,14,171,09,04,00,+23,+58.11136,-120.48708,03.3,04,060,2
030929,14,171,21,02,02,+22,+58.12535,-120.45188,01.1,06,048,3
030929,14,172,09,02,02,+16,+58.04505,-120.35594,02.1,06,053,3
030929,14,173,09,04,04,+22,+58.04679,-120.35572,01.8,06,052,3
030929,14,175,09,07,01,+25,+58.05484,-120.33886,02.0,06,052,3
030929,14,176,09,04,00,+20,+58.05203,-120.33759,01.9,07,052,3
030929,14,176,21,02,00,+24,+58.05210,-120.33756,01.7,05,056,3
030929,14,177,09,02,05,+18,+58.05396,-120.39223,02.3,05,037,3
030929,14,177,21,02,00,+25,+58.05388,-120.39231,02.2,04,037,3
030929,14,178,09,02,00,+25,+58.03110,-120.45743,01.1,07,042,3
030929,14,179,09,04,08,+25,+58.04759,-120.36144,01.8,05,048,3
030929,14,179,21,02,00,+21,+58.04744,-120.36125,02.3,04,047,3
030929,14,180,09,02,04,+19,+58.04875,-120.34178,03.6,05,043,3
030929,14,180,21,02,01,+26,+58.04887,-120.34178,04.0,04,055,3
030929,14,181,09,02,00,+24,+58.04663,-120.34072,02.8,05,060,2
030929,14,181,21,02,00,+26,+58.04663,-120.34071,01.5,04,060,2
030929,14,182,09,02,00,+25,+58.04514,-120.35596,01.7,05,047,3
030929,14,183,09,04,00,+30,+58.04836,-120.34718,01.0,09,052,3
030929,14,183,21,02,06,+18,+58.04835,-120.34643,01.2,06,042,3
030929,14,184,09,02,52,+17,+58.07865,-120.50991,01.2,06,042,3
030929,14,184,21,02,15,+17,+58.11143,-120.49977,01.2,05,043,3
030929,14,185,09,02,00,+21,+58.11225,-120.49960,01.4,06,047,3
030929,14,186,09,04,00,+21,+58.11486,-120.49956,01.1,08,052,3
030929,14,186,21,02,02,+24,+58.11487,-120.49954,01.0,06,047,3
030929,14,187,09,02,04,+20,+58.11228,-120.49959,01.9,06,037,3
030929,14,187,21,02,00,+28,+58.11227,-120.49960,01.2,05,047,3
030929,14,188,09,02,02,+25,+58.11227,-120.49903,00.0,00,060,3
030929,14,188,21,02,04,+23,+58.14343,-120.45157,02.0,04,060,3
030929,14,189,09,02,08,+23,+58.12550,-120.45416,01.6,07,047,3
030929,14,189,21,02,00,+28,+58.12537,-120.45423,02.8,04,047,3
030929,14,190,09,02,15,+16,+58.11142,-120.49963,01.6,08,037,3
030929,14,190,21,02,00,+12,+58.11070,-120.49874,01.3,06,042,3
030929,14,191,09,02,06,+14,+58.11348,-120.50212,01.5,07,037,3
030929,14,191,21,02,05,+22,+58.11350,-120.50286,01.5,04,056,3
030929,14,192,09,02,00,+21,+58.11227,-120.49960,02.1,05,045,3
030929,14,192,21,02,08,+25,+58.11225,-120.49957,01.1,06,038,3
030929,14,193,09,02,00,+27,+58.11216,-120.49953,03.2,05,049,3
030929,14,193,21,02,01,+30,+58.11215,-120.49949,01.4,05,059,3
030929,14,194,09,02,00,+25,+58.11154,-120.48722,01.0,09,047,3
030929,14,194,21,02,13,+27,+58.11363,-120.48093,02.6,04,037,3
030929,14,195,09,02,00,+24,+58.12535,-120.45188,01.1,08,042,3
030929,14,195,21,02,03,+30,+58.12535,-120.45189,01.1,07,042,3
030929,14,196,09,02,00,+26,+58.12509,-120.44940,01.3,06,042,3
030929,14,196,21,02,02,+27,+58.12479,-120.45111,01.2,06,042,3
030929,14,197,09,02,00,+24,+58.11515,-120.50064,01.3,08,042,3
030929,14,197,21,02,05,+27,+58.11511,-120.50067,01.1,06,042,3
030929,14,198,09,02,01,+23,+58.08998,-120.50050,01.3,06,037,3
030929,14,198,21,02,01,+23,+58.08911,-120.49963,01.3,06,042,3
030929,14,199,09,02,00,+25,+58.08920,-120.49889,01.7,04,037,3
030929,14,199,21,02,00,+20,+58.09130,-120.49731,01.3,06,043,3
030929,14,200,09,02,09,+17,+58.11437,-120.49826,01.0,08,043,3
030929,14,200,21,02,00,+25,+58.11185,-120.49875,01.8,06,042,3
030929,14,201,09,02,01,+17,+58.11222,-120.50056,02.7,06,042,3
030929,14,201,21,02,00,+20,+58.11199,-120.50017,01.2,06,043,3
030929,14,202,09,02,00,+21,+58.11364,-120.50327,01.2,07,052,3
030929,14,202,21,02,01,+23,+58.11428,-120.50447,02.0,04,057,3
030929,14,203,09,02,00,+25,+58.14386,-120.45440,01.4,06,049,3
030929,14,203,21,02,06,+25,+58.14374,-120.45530,03.0,05,048,3
030929,14,204,09,02,03,+23,+58.12543,-120.45417,01.1,08,042,3
030929,14,204,21,02,06,+23,+58.12489,-120.45513,03.0,05,037,3
030929,14,205,09,02,03,+22,+58.11217,-120.49950,03.1,06,047,3
030929,14,205,21,02,08,+24,+58.11240,-120.50038,01.0,07,037,3
030929,14,206,09,02,07,+22,+58.09348,-120.50181,03.3,05,052,3
030929,14,206,21,02,20,+21,+58.09315,-120.50251,01.8,05,043,3
030929,14,207,09,02,01,+25,+58.09677,-120.54190,04.1,05,043,3
030929,14,207,21,02,03,+17,+58.09570,-120.53823,01.6,06,042,3
030929,14,208,09,02,12,+19,+58.09435,-120.53675,02.7,06,037,3
030929,14,208,21,02,12,+24,+58.09457,-120.53990,01.6,06,055,3
030929,14,210,09,05,05,+29,+58.09719,-120.54303,02.7,06,052,3
030929,14,210,21,02,07,+26,+58.09832,-120.54229,00.9,08,037,3
030929,14,211,09,02,00,+26,+58.08651,-120.51052,01.4,06,037,3
030929,14,212,09,04,23,+16,+58.07824,-120.51689,03.3,06,049,3
030929,14,212,21,02,02,+19,+58.07987,-120.51825,01.2,08,048,3
030929,14,213,09,02,00,+23,+58.10749,-120.48940,01.7,04,037,3
030929,14,213,21,02,02,+26,+58.11006,-120.48498,02.0,05,038,3
030929,14,214,09,02,05,+24,+58.11346,-120.50308,03.3,05,060,2
030929,14,214,21,02,00,+25,+58.11404,-120.50313,01.4,07,047,3
030929,14,215,09,02,00,+25,+58.11524,-120.50071,03.3,06,043,3
030929,14,215,21,02,02,+22,+58.11518,-120.49943,01.1,07,060,2
030929,14,216,09,02,27,+24,+58.13811,-120.45169,01.4,08,042,3
030929,14,217,09,04,17,+25,+58.14309,-120.44610,02.0,05,047,3
030929,14,217,21,02,06,+29,+58.14455,-120.44710,01.9,06,042,3
030929,14,218,09,02,01,+22,+58.15186,-120.44432,03.4,05,043,3
030929,14,218,21,02,01,+19,+58.14544,-120.44015,01.3,08,052,3
030929,14,219,09,02,00,+22,+58.14421,-120.43849,01.7,05,037,3
030929,14,219,21,02,09,+21,+58.14231,-120.43980,05.3,04,060,2
030929,14,220,09,02,00,+21,+58.13984,-120.46248,01.5,06,047,3
030929,14,220,21,02,03,+25,+58.14186,-120.47508,01.8,06,048,3
030929,14,221,09,02,01,+19,+58.13542,-120.50162,02.1,06,060,3
030929,14,221,21,02,04,+24,+58.14197,-120.50782,01.8,07,047,3
030929,14,222,09,02,00,+24,+58.15058,-120.44606,02.3,06,044,3
030929,14,224,09,07,00,+25,+58.14002,-120.43255,01.9,07,037,3
030929,14,224,21,02,00,+25,+58.13908,-120.44219,02.0,07,037,3
030929,14,225,09,02,00,+25,+58.14369,-120.45544,01.6,07,047,3
030929,14,226,09,04,00,+22,+58.14265,-120.44093,02.3,05,060,2
030929,14,226,21,02,07,+20,+58.14076,-120.43645,01.4,07,047,3
030929,14,227,09,02,02,+22,+58.12535,-120.44203,01.0,06,042,3
030929,14,227,21,02,24,+23,+58.11719,-120.44428,02.1,05,043,3
030929,14,228,09,02,01,+24,+58.11536,-120.49291,02.0,06,048,3
030929,14,228,21,02,34,+21,+58.10842,-120.50159,01.8,06,047,3
030929,14,229,09,02,00,+19,+58.10928,-120.48709,02.3,04,042,3
030929,14,229,21,02,02,+25,+58.10647,-120.48638,02.2,05,042,3
030929,14,230,21,04,00,+19,+58.07688,-120.51365,01.7,06,047,3
030929,14,231,21,04,00,+16,+58.10210,-120.52794,01.1,08,052,3
030929,14,232,09,02,00,+18,+58.09490,-120.51882,02.9,04,037,3
030929,14,232,21,02,22,+15,+58.09263,-120.52068,03.1,05,057,3
030929,14,234,21,08,07,+10,+58.04946,-120.52929,02.6,04,060,2
030929,14,235,21,04,06,+12,+58.03916,-120.57909,01.6,05,052,3
030929,14,238,09,09,00,+21,+58.06401,-120.53952,02.5,03,060,2
030929,14,239,09,04,00,+20,+58.05308,-120.53427,01.4,07,052,3
030929,14,239,21,02,13,+12,+58.05405,-120.50269,02.1,05,057,3
030929,14,240,09,02,00,+18,+58.05407,-120.50293,01.2,06,042,3
030929,14,240,21,02,12,+10,+58.05344,-120.50110,02.6,04,060,2
030929,14,241,09,02,00,+18,+58.07274,-120.51052,01.3,06,047,3
030929,14,241,21,02,00,+19,+58.07239,-120.51170,01.3,06,038,3
030929,14,242,09,02,01,+09,+58.07677,-120.51609,01.9,05,048,3
030929,14,242,21,02,00,+15,+58.08362,-120.51208,01.1,07,047,3
030929,14,243,09,02,00,+19,+58.09156,-120.49902,01.3,06,042,3
030929,14,243,21,02,17,+14,+58.09445,-120.49221,02.3,05,042,3
030929,14,244,09,02,00,+18,+58.10575,-120.49291,01.5,05,042,3
030929,14,244,21,02,10,+10,+58.10469,-120.49375,01.2,07,042,3
030929,14,245,09,02,00,+17,+58.11222,-120.49136,01.6,06,042,3
030929,14,245,21,02,03,+10,+58.11325,-120.48493,03.1,04,037,3
030929,14,246,09,02,03,+11,+58.11289,-120.50039,01.5,05,042,3
030929,14,246,21,02,36,+12,+58.11439,-120.49892,03.4,04,043,3
030929,14,247,09,02,04,+12,+58.11398,-120.49095,01.2,06,047,3
030929,14,247,21,02,00,+12,+58.11044,-120.49169,01.3,07,037,3
030929,14,248,21,04,00,+16,+58.14916,-120.44172,01.2,07,053,3
030929,14,250,09,05,01,+03,+58.17749,-120.63383,01.3,07,047,3
030929,14,251,09,04,09,+03,+58.18650,-120.64907,04.5,03,060,2
030929,14,251,21,02,00,+05,+58.19401,-120.66008,02.4,05,047,3
030929,14,252,09,02,09,+03,+58.18248,-120.63328,02.0,04,037,3
030929,14,252,21,02,17,+05,+58.21478,-120.59417,02.2,06,057,3
030929,14,253,09,02,08,+08,+58.21681,-120.59967,01.4,07,052,3
030929,14,253,21,02,19,+05,+58.21368,-120.58386,02.5,05,037,3
030929,14,254,09,02,19,+10,+58.20859,-120.58911,03.3,05,049,3
030929,14,254,21,02,04,+13,+58.21360,-120.57264,01.4,07,042,3
030929,14,255,09,02,20,+11,+58.22429,-120.58626,01.1,07,037,3
030929,14,256,09,04,12,+09,+58.24068,-120.56626,01.8,06,048,3
030929,14,257,09,04,27,+12,+58.24956,-120.57624,01.4,05,060,2
030929,14,257,21,02,01,+15,+58.25005,-120.58050,01.8,05,047,3
030929,14,258,09,02,03,+13,+58.23830,-120.56842,01.4,06,042,3
030929,14,258,21,02,00,+17,+58.23543,-120.57660,00.9,09,043,3
030929,14,259,09,02,00,+16,+58.23418,-120.57028,01.6,06,044,3
030929,14,259,21,02,17,+16,+58.23929,-120.57305,02.0,05,059,3
030929,14,260,09,02,24,+10,+58.23801,-120.57421,01.9,04,047,3
030929,14,260,21,02,00,+13,+58.24027,-120.56655,02.7,06,042,3
030929,14,261,09,02,00,+10,+58.23714,-120.57501,01.6,06,042,3
030929,14,261,21,02,00,+18,+58.21644,-120.59049,01.5,06,037,3
030929,14,262,21,04,03,+14,+58.19090,-120.57126,01.2,07,048,3
030929,14,263,21,04,20,+16,+58.19111,-120.57244,02.1,06,052,3
030929,14,264,21,04,04,+17,+58.24876,-120.57582,02.8,06,057,3
030929,14,265,21,04,15,+13,+58.24993,-120.57632,01.6,04,060,2
030929,14,266,21,04,00,+13,+58.26285,-120.55124,00.9,08,047,3
030929,14,267,21,04,00,+12,+58.26283,-120.42479,02.6,06,047,3
030929,14,268,09,02,95,+07,+58.29916,-120.44226,01.7,07,052,3
030929,14,268,21,02,02,+15,+58.32386,-120.55644,01.2,09,037,3
030929,14,269,09,02,00,+14,+58.32117,-120.55695,01.1,08,052,3
030929,14,269,21,02,00,+10,+58.31928,-120.55603,03.2,05,058,3
030929,14,270,09,02,28,+06,+58.31981,-120.55760,01.5,05,060,2
030929,14,270,21,02,00,+10,+58.31484,-120.55833,01.8,07,047,3
030929,14,271,21,04,00,+17,+58.30282,-120.53524,01.0,08,047,3
030929,14,272,09,02,00,+16,+58.29862,-120.52740,01.4,07,037,3
030929,14,272,21,02,01,+09,+58.30006,-120.53333,01.7,07,042,3
030929,14,273,09,02,00,+10,+58.29457,-120.53073,01.1,06,037,3
030929,14,273,21,02,08,+10,+58.32655,-120.55491,01.5,08,043,3
030929,14,274,21,04,50,+01,+58.31742,-120.56826,02.3,06,052,3
030929,14,275,09,02,23,+03,+58.32017,-120.57817,01.0,07,042,3
030929,14,275,21,02,00,+03,+58.31260,-120.56488,01.3,05,056,3
030929,14,276,21,04,01,+05,+58.29856,-120.52745,01.0,08,048,3
030929,14,277,09,02,25,+05,+58.29499,-120.53823,01.3,06,048,3
030929,14,277,21,02,00,+11,+58.30263,-120.52126,01.5,07,042,3
030929,14,278,09,02,06,+05,+58.29735,-120.53794,01.3,07,060,2
030929,14,278,21,02,00,+15,+58.24277,-120.53376,01.8,07,042,3
030929,14,279,09,02,51,+04,+58.23587,-120.56095,02.0,03,060,2
030929,14,279,21,02,01,+07,+58.21688,-120.59964,01.0,09,042,3
030929,14,280,09,02,41,+03,+58.20604,-120.59772,05.4,03,060,2
030929,14,280,21,02,00,+10,+58.21047,-120.58646,01.0,09,056,3
