    Device Name, Device ID,     Date & Time [GMT],   Date & Time [Local],    Latitude,   Longitude,  Altitude,  Fix Status,  DOP, Temp [C], Main [V], Back [V]
               ,    101891,       43230.792523148,       43230.792523148,  51.4662117,-118.1920192,   653.989,      Unkown,  2.4,     12.0,     0.00,     0.00
               ,    101891,       43231.333391204,       43231.333391204,  51.4660108,-118.1926433,   829.013,      Unkown,  1.0,      5.5,     0.00,     0.00
               ,    101891,       43235.667488426,       43235.667488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     13.5,     0.00,     0.00
               ,    101891,       43236.209097222,       43236.209097222,  51.4526894,-118.2146047,    -0.086,      Unkown,  3.4,      7.5,     0.00,     0.00
               ,    101891,       43240.000821759,       43240.000821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     18.5,     0.00,     0.00
               ,    101891,       43240.542048611,       43240.542048611,  51.4665044,-118.1936636,   835.134,      Unkown,  1.2,      8.0,     0.00,     0.00
               ,    101891,       43241.084155093,       43241.084155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      7.0,     0.00,     0.00
               ,    101891,       43241.625752315,       43241.625752315,  51.4515922,-118.2075939,  1406.528,      Unkown,  2.0,     13.5,     0.00,     0.00
               ,    101891,       43243.250821759,       43243.250821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      6.5,     0.00,     0.00
               ,    101891,       43243.792500000,       43243.792500000,  51.4517978,-118.2075325,  1247.655,      Unkown,  2.8,     16.0,     0.00,     0.00
               ,    101891,       43273.042488426,       43273.042488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     15.5,     0.00,     0.00
               ,    101891,       43273.583391204,       43273.583391204,  51.4352158,-118.1929936,  1822.005,      Unkown,  2.8,     11.5,     0.00,     0.00
               ,    101891,       43278.459155093,       43278.459155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      3.0,     0.00,     0.00
               ,    101891,       43279.000740741,       43279.000740741,  51.4647111,-118.2257706,    -0.546,      Unkown, 14.4,     12.5,     0.00,     0.00
               ,    101891,       43286.583391204,       43286.583391204,  51.4370906,-118.1898697,  1898.672,      Unkown,  3.6,     11.0,     0.00,     0.00
               ,    101891,       43287.125821759,       43287.125821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     16.0,     0.00,     0.00
               ,    101891,       43297.417488426,       43297.417488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      9.5,     0.00,     0.00
               ,    101891,       43297.959108796,       43297.959108796,  51.4976633,-118.2269033,     0.480,      Unkown,  3.4,     31.5,     0.00,     0.00
               ,    101891,       43313.667349537,       43313.667349537,  51.4021453,-118.2400817,  1749.283,      Unkown,  4.2,     16.5,     0.00,     0.00
               ,    101891,       43314.208414352,       43314.208414352,  51.4031175,-118.2560064,  1578.464,      Unkown,  5.4,     11.5,     0.00,     0.00
               ,    101891,       43329.916851852,       43329.916851852,  51.3956494,-118.2633347,  1768.501,      Unkown,  4.0,     19.5,     0.00,     0.00
               ,    101891,       43330.459143519,       43330.459143519,  51.3936050,-118.2638422,  1750.537,      Unkown,  3.8,      8.0,     0.00,     0.00
               ,    101891,       43346.709189815,       43346.709189815,  51.4076517,-118.2304039,  1695.202,      Unkown,  3.0,      6.5,     0.00,     0.00
               ,    101891,       43347.250821759,       43347.250821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      0.0,     0.00,     0.00
               ,    101891,       43349.959155093,       43349.959155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     13.5,     0.00,     0.00
               ,    101891,       43350.500821759,       43350.500821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      6.5,     0.00,     0.00
               ,    101891,       43361.875821759,       43361.875821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     13.0,     0.00,     0.00
               ,    101891,       43362.417384259,       43362.417384259,  51.5057736,-118.2736239,   660.155,      Unkown,  3.0,      3.0,     0.00,     0.00
               ,    101891,       43371.084062500,       43371.084062500,  51.4888378,-118.2511361,  1346.644,      Unkown,  9.8,      6.5,     0.00,     0.00
               ,    101891,       43371.625821759,       43371.625821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      1.5,     0.00,     0.00
               ,    101891,       43380.292488426,       43380.292488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      1.0,     0.00,     0.00
               ,    101891,       43380.834155093,       43380.834155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      2.5,     0.00,     0.00
               ,    101891,       43386.792488426,       43386.792488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      6.5,     0.00,     0.00
               ,    101891,       43387.334155093,       43387.334155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     -1.0,     0.00,     0.00
               ,    101891,       43390.584155093,       43390.584155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      3.0,     0.00,     0.00
               ,    101891,       43391.125833333,       43391.125833333,  51.4534469,-118.1916439,  1381.446,      Unkown,  3.8,      9.0,     0.00,     0.00
               ,    101891,       43412.792395833,       43412.792395833,  51.4876336,-118.2276478,   837.268,      Unkown,  1.6,      1.0,     0.00,     0.00
               ,    101891,       43413.334178241,       43413.334178241,  51.4854486,-118.2298403,   867.186,      Unkown,  4.4,     -0.5,     0.00,     0.00
               ,    101891,       43424.709155093,       43424.709155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     -1.5,     0.00,     0.00
               ,    101891,       43425.250821759,       43425.250821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      0.0,     0.00,     0.00
               ,    101891,       43435.000821759,       43435.000821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      1.5,     0.00,     0.00
               ,    101891,       43435.542488426,       43435.542488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     -1.0,     0.00,     0.00
               ,    101891,       43436.084143519,       43436.084143519,  51.4844025,-118.2328706,  1201.370,      Unkown,  2.4,     -2.5,     0.00,     0.00
               ,    101891,       43436.625034722,       43436.625034722,  51.4846261,-118.2327853,  1189.240,      Unkown,  1.8,      0.0,     0.00,     0.00
               ,    101891,       43443.667476852,       43443.667476852,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     -8.0,     0.00,     0.00
               ,    101891,       43444.208750000,       43444.208750000,  51.4843669,-118.2315942,  1176.419,      Unkown,  1.4,     -2.0,     0.00,     0.00
               ,    101891,       43444.750740741,       43444.750740741,  51.4851289,-118.2335436,  1166.443,      Unkown,  1.8,      0.0,     0.00,     0.00
               ,    101891,       43445.292488426,       43445.292488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     -0.5,     0.00,     0.00
               ,    101891,       43456.667395833,       43456.667395833,  51.4877247,-118.2358811,  1013.240,      Unkown,  1.4,     -8.0,     0.00,     0.00
               ,    101891,       43457.209155093,       43457.209155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     -4.5,     0.00,     0.00
               ,    101891,       43459.917500000,       43459.917500000,  51.4884086,-118.2351250,   970.587,      Unkown,  3.0,      1.5,     0.00,     0.00
               ,    101891,       43460.458692130,       43460.458692130,  51.4877736,-118.2353544,   915.616,      Unkown,  3.8,     -4.5,     0.00,     0.00
               ,    101891,       43465.334108796,       43465.334108796,  51.4988200,-118.2548172,     0.351,      Unkown,  7.4,     -3.5,     0.00,     0.00
               ,    101891,       43465.875856482,       43465.875856482,  51.4917331,-118.2364328,   793.787,      Unkown,  2.4,     -4.5,     0.00,     0.00
               ,    101891,       43466.417476852,       43466.417476852,  51.4917656,-118.2376133,    77.838,      Unkown,  1.8,     -3.0,     0.00,     0.00
               ,    101891,       43466.958587963,       43466.958587963,  51.4964436,-118.2398472,    -0.161,      Unkown,  3.8,      0.0,     0.00,     0.00
               ,    101891,       43477.792187500,       43477.792187500,  51.5014883,-118.2513725,    -0.688,      Unkown,  6.0,      2.5,     0.00,     0.00
               ,    101891,       43478.333715278,       43478.333715278,  51.5010342,-118.2460964,   617.065,      Unkown,  1.2,     -1.0,     0.00,     0.00
               ,    101891,       43481.042488426,       43481.042488426,  51.5018814,-118.2562264,   119.134,      Unkown,  1.8,     -2.0,     0.00,     0.00
               ,    101891,       43481.583043982,       43481.583043982,  51.5039431,-118.2575231,   620.267,      Unkown,  1.4,     -5.5,     0.00,     0.00
               ,    101891,       43482.125810185,       43482.125810185,  51.5055072,-118.2629389,     0.172,      Unkown,  3.6,     -4.0,     0.00,     0.00
               ,    101891,       43482.667453704,       43482.667453704,  51.5038664,-118.2585861,   463.519,      Unkown,  3.8,     -5.5,     0.00,     0.00
               ,    101891,       43490.791817130,       43490.791817130,  51.5075942,-118.2789208,    -0.502,      Unkown,  3.0,      1.0,     0.00,     0.00
               ,    101891,       43491.334155093,       43491.334155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      1.5,     0.00,     0.00
               ,    101891,       43494.583368056,       43494.583368056,  51.5193792,-118.3052331,   606.323,      Unkown,  1.2,    -13.5,     0.00,     0.00
               ,    101891,       43495.125833333,       43495.125833333,  51.5201694,-118.3021578,   601.568,      Unkown,  4.2,    -12.0,     0.00,     0.00
               ,    101891,       43495.667523148,       43495.667523148,  51.5188194,-118.3022358,   552.348,      Unkown,  2.4,     -7.0,     0.00,     0.00
               ,    101891,       43496.208657407,       43496.208657407,  51.5172308,-118.2972347,   613.649,      Unkown,  1.4,     -2.5,     0.00,     0.00
               ,    101891,       43496.750405093,       43496.750405093,  51.5166003,-118.2952786,   632.385,      Unkown,  3.6,     -0.5,     0.00,     0.00
               ,    101891,       43497.292453704,       43497.292453704,  51.5186481,-118.2914989,     0.326,      Unkown,  4.2,     -1.5,     0.00,     0.00
               ,    101891,       43498.917488426,       43498.917488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      0.0,     0.00,     0.00
               ,    101891,       43499.458726852,       43499.458726852,  51.5166931,-118.2861450,   602.456,      Unkown,  1.2,    -10.0,     0.00,     0.00
               ,    101891,       43502.167500000,       43502.167500000,  51.5088272,-118.2783714,   635.272,      Unkown,  1.8,    -15.0,     0.00,     0.00
               ,    101891,       43502.708761574,       43502.708761574,  51.5084775,-118.2788789,   687.941,      Unkown,  2.0,    -16.5,     0.00,     0.00
               ,    101891,       43503.250763889,       43503.250763889,  51.5085878,-118.2788661,   655.178,      Unkown,  2.6,    -14.0,     0.00,     0.00
               ,    101891,       43503.792048611,       43503.792048611,  51.5087653,-118.2784281,   631.815,      Unkown,  1.0,     -9.5,     0.00,     0.00
               ,    101891,       43506.500821759,       43506.500821759,  51.5067617,-118.2784197,   766.933,      Unkown,  5.4,    -14.0,     0.00,     0.00
               ,    101891,       43507.042372685,       43507.042372685,  51.5061461,-118.2786100,   739.645,      Unkown,  2.8,    -10.0,     0.00,     0.00
               ,    101891,       43507.583726852,       43507.583726852,  51.5062528,-118.2786783,   740.425,      Unkown,  2.0,    -12.0,     0.00,     0.00
               ,    101891,       43508.125844907,       43508.125844907,  51.5050453,-118.2779406,   704.168,      Unkown,  5.0,    -11.5,     0.00,     0.00
               ,    101891,       43508.667488426,       43508.667488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,    -11.0,     0.00,     0.00
               ,    101891,       43509.209155093,       43509.209155093,  51.5052875,-118.2764111,   746.617,      Unkown,  4.2,     -9.0,     0.00,     0.00
               ,    101891,       43517.334155093,       43517.334155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     -7.0,     0.00,     0.00
               ,    101891,       43517.875729167,       43517.875729167,  51.5025711,-118.2804267,   961.460,      Unkown,  1.4,     -6.0,     0.00,     0.00
               ,    101891,       43520.584189815,       43520.584189815,  51.5041817,-118.2802464,   922.411,      Unkown,  5.2,     -8.0,     0.00,     0.00
               ,    101891,       43521.125787037,       43521.125787037,  51.5028267,-118.2784906,   673.067,      Unkown,  1.6,     -9.5,     0.00,     0.00
               ,    101891,       43522.750844907,       43522.750844907,  51.5042403,-118.2770311,   786.901,      Unkown,  2.8,    -12.5,     0.00,     0.00
               ,    101891,       43523.291828704,       43523.291828704,  51.4887936,-118.2752656,    -0.270,      Unkown, 19.2,    -10.5,     0.00,     0.00
               ,    101891,       43523.833923611,       43523.833923611,  51.5053689,-118.2764697,   756.031,      Unkown,  2.2,     -8.0,     0.00,     0.00
               ,    101891,       43524.375844907,       43524.375844907,  51.5011225,-118.2585300,    -0.264,      Unkown, 14.6,     -4.5,     0.00,     0.00
               ,    101891,       43526.000821759,       43526.000821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     -3.0,     0.00,     0.00
               ,    101891,       43526.542488426,       43526.542488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,    -11.5,     0.00,     0.00
               ,    101891,       43527.084097222,       43527.084097222,  51.5050667,-118.2732900,   678.003,      Unkown,  1.6,     -8.5,     0.00,     0.00
               ,    101891,       43527.625659722,       43527.625659722,  51.5049647,-118.2746894,   634.630,      Unkown,  3.4,    -14.0,     0.00,     0.00
               ,    101891,       43529.250844907,       43529.250844907,  51.5064058,-118.2783175,   738.370,      Unkown,  2.4,     -8.5,     0.00,     0.00
               ,    101891,       43529.791701389,       43529.791701389,  51.5062336,-118.2786414,   731.888,      Unkown,  2.2,     -7.0,     0.00,     0.00
               ,    101891,       43530.333715278,       43530.333715278,  51.5061781,-118.2788414,   747.041,      Unkown,  1.6,     -6.5,     0.00,     0.00
               ,    101891,       43530.875833333,       43530.875833333,  51.5049875,-118.2791058,   674.796,      Unkown,  3.2,     -0.5,     0.00,     0.00
               ,    101891,       43536.834155093,       43536.834155093,  51.5054050,-118.2748300,   724.721,      Unkown,  2.4,      0.0,     0.00,     0.00
               ,    101891,       43537.375821759,       43537.375821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     -3.0,     0.00,     0.00
               ,    101891,       43539.000833333,       43539.000833333,  51.5017747,-118.2775622,    -0.466,      Unkown,  4.4,      1.5,     0.00,     0.00
               ,    101891,       43539.542488426,       43539.542488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      0.0,     0.00,     0.00
               ,    101891,       43549.292488426,       43549.292488426,  51.4973775,-118.2460214,   660.877,      Unkown,  1.6,      2.0,     0.00,     0.00
               ,    101891,       43549.834155093,       43549.834155093,  51.4970408,-118.2458678,   683.005,      Unkown,  2.2,      3.5,     0.00,     0.00
               ,    101891,       43554.709143519,       43554.709143519,  51.4933458,-118.2401892,   768.572,      Unkown,  6.4,      3.5,     0.00,     0.00
               ,    101891,       43555.250057870,       43555.250057870,  51.4931728,-118.2405358,   797.953,      Unkown,  1.8,      2.5,     0.00,     0.00
               ,    101891,       43586.125821759,       43586.125821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      3.0,     0.00,     0.00
               ,    101891,       43586.667372685,       43586.667372685,  51.4945489,-118.2452642,   792.424,      Unkown,  1.6,      5.5,     0.00,     0.00
               ,    101891,       43594.792488426,       43594.792488426,  51.4879336,-118.2265494,     0.479,      Unkown,  3.4,     17.0,     0.00,     0.00
               ,    101891,       43595.333981482,       43595.333981482,  51.4908578,-118.2225842,   673.200,      Unkown,  2.4,      6.0,     0.00,     0.00
               ,    101891,       43610.500821759,       43610.500821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      4.5,     0.00,     0.00
               ,    101891,       43611.042488426,       43611.042488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      6.5,     0.00,     0.00
               ,    101891,       43611.584155093,       43611.584155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      5.5,     0.00,     0.00
               ,    101891,       43612.125821759,       43612.125821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      7.5,     0.00,     0.00
               ,    101891,       43627.834155093,       43627.834155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     12.0,     0.00,     0.00
               ,    101891,       43628.375740741,       43628.375740741,  51.4412831,-118.1850964,    -0.182,      Unkown,  3.0,     12.0,     0.00,     0.00
               ,    101891,       43641.375821759,       43641.375821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      9.0,     0.00,     0.00
               ,    101891,       43641.916817130,       43641.916817130,  51.4183303,-118.2523422,    -0.022,      Unkown,  2.6,     13.0,     0.00,     0.00
               ,    101891,       43646.791793982,       43646.791793982,  51.4102272,-118.2618964,  1641.755,      Unkown,  2.6,     13.5,     0.00,     0.00
               ,    101891,       43647.334108796,       43647.334108796,  51.4141719,-118.2718083,  1763.534,      Unkown,  2.2,      9.5,     0.00,     0.00
               ,    101891,       43686.875659722,       43686.875659722,  51.4139461,-118.2388242,  1667.179,      Unkown,  1.4,     24.0,     0.00,     0.00
               ,    101891,       43687.417488426,       43687.417488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     11.5,     0.00,     0.00
               ,    101891,       43690.667488426,       43690.667488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     13.5,     0.00,     0.00
               ,    101891,       43691.209155093,       43691.209155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     16.5,     0.00,     0.00
               ,    101891,       43703.667488426,       43703.667488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      8.5,     0.00,     0.00
               ,    101891,       43704.209178241,       43704.209178241,  51.4166819,-118.2690864,     0.449,      Unkown,  5.6,     10.0,     0.00,     0.00
               ,    101891,       43706.916875000,       43706.916875000,  51.4182786,-118.2447931,  1455.222,      Unkown,  3.4,     20.0,     0.00,     0.00
               ,    101891,       43707.459074074,       43707.459074074,  51.4139933,-118.2468400,  1435.265,      Unkown,  1.2,     12.5,     0.00,     0.00
               ,    101891,       43719.917488426,       43719.917488426,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,     11.5,     0.00,     0.00
               ,    101891,       43720.459016204,       43720.459016204,  51.3756872,-118.2045486,     0.062,      Unkown, 16.0,     12.0,     0.00,     0.00
               ,    101891,       43747.542488426,       43747.542488426,  51.4464050,-118.2385942,   149.188,      Unkown,  2.4,      3.5,     0.00,     0.00
               ,    101891,       43748.084155093,       43748.084155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      0.5,     0.00,     0.00
               ,    101891,       43751.334155093,       43751.334155093,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      4.5,     0.00,     0.00
               ,    101891,       43751.875821759,       43751.875821759,   0.0000000,   0.0000000,     0.000,     No Sats,  0.0,      5.5,     0.00,     0.00
